scene_cuts_shift_2s_amp
0.0
-0.0003934262618437491
-0.005246379752917159
-0.013632042512671052
-0.019908455561327698
-0.022822396831245855
-0.023541661588385585
-0.023186414868939104
-0.022452748392744824
-0.021735696878521074
-0.021205169575088195
-0.02087849652148919
-0.02070393270515105
-0.020620860978772852
-0.020584999225782153
-0.0205707556756866
-0.02056555269922879
-0.02056555269922879
-0.02056555269922879
-0.02056555269922879
-0.02056555269922879
-0.02056555269922879
-0.02056555269922879
-0.02056555269922879
-0.02056555269922879
-0.02056555269922879
-0.02056555269922879
-0.02056555269922879
-0.0014352007170764863
0.2154093108042158
0.38718729899380433
0.2846250317917006
0.12112484155054162
0.01440869611669068
-0.03783942443231406
-0.05624008510417561
-0.055432182578358566
-0.04636244282865243
-0.036450029930480535
-0.02905371826867078
-0.024604915394368522
-0.022309330438401685
-0.02125814532262495
-0.02081854742948982
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.001435200717076469
0.21540931080421583
0.38718729899380433
0.2846250317917006
0.12112484155054161
0.014408696116690677
-0.03783942443231406
-0.05624008510417561
-0.055432182578358566
-0.04636244282865243
-0.036450029930480535
-0.02905371826867078
-0.024604915394368522
-0.022309330438401685
-0.02125814532262495
-0.02081854742948982
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.001435200717076469
0.21540931080421583
0.38718729899380433
0.2846250317917006
0.12112484155054161
0.014408696116690677
-0.03783942443231406
-0.05624008510417561
-0.055432182578358566
-0.04636244282865243
-0.036450029930480535
-0.02905371826867078
-0.024604915394368522
-0.022309330438401685
-0.02125814532262495
-0.02081854742948982
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
-0.020565552699228773
