,camera_cut,drift_1,drift_2,drift_3,drift_4,drift_5,drift_6,drift_7,drift_8,drift_9,drift_10,drift_11,drift_12,drift_13,drift_14,drift_15,constant
68,0.9999999999999998,0.06893820400245108,0.060855681429331496,0.048079316925442386,0.031594560559250924,0.01267289329741101,-0.007226243225251035,-0.026568014475584142,-0.04386057589975496,-0.057770139953252336,-0.06722385208150446,-0.0714925407536569,-0.07024695898063409,-0.06358317936925098,-0.05201518397381487,-0.036435220495226114,1.0
70,0.9999999999999998,0.068776690474559,0.06023527024899075,0.04677649851420357,0.029499092205121428,0.009813505357032357,-0.010673214368499707,-0.030288618225999493,-0.04743138799503065,-0.0607020607953324,-0.06901727528971531,-0.07169821270017086,-0.06852601268844655,-0.05975964018407146,-0.04611474458791282,-0.02870523719605264,1.0
72,0.9999999999999998,0.06861069115132082,0.05959914451842944,0.04544622332846658,0.02737284223553122,0.006938117942762283,-0.014095129421992186,-0.03391244759221848,-0.0508042775423121,-0.06331343015606121,-0.07036079197473206,-0.07133841590375212,-0.06616196632327875,-0.055277994377360404,-0.03962541583223461,-0.02055451465145031,1.0
74,0.9999999999999998,0.06844021685964584,0.058947470194066404,0.04408927221046963,0.025218029342787208,0.004051418949923414,-0.017483955209615057,-0.037427924170342686,-0.05396517008749798,-0.06559045808653144,-0.07124564408405162,-0.07041598800615655,-0.06317700588910677,-0.05018759634234489,-0.03263006700932856,-0.012102519871208596,1.0
76,0.9999999999999998,0.06826527871831253,0.058280417288733906,0.042706441660635676,0.023036902023941225,0.001158114715699906,-0.02083173623453567,-0.0408238157516768,-0.05690087580138604,-0.06752112020624224,-0.07166606348593632,-0.06893820400245108,-0.05959914451842943,-0.04454450439267533,-0.025218029342787156,-0.0034731356813751035,1.0
78,0.9999999999999998,0.06808588813724327,0.05759815982732364,0.04129854337004428,0.02083173623453566,-0.001737077653851673,-0.0241306133552669,-0.04408927221046963,-0.05959914451842944,-0.06909522120066301,-0.07161930957043608,-0.06691671886465567,-0.05546195957578795,-0.03841086341688443,-0.017483955209615043,0.005207155054740305,1.0
80,0.9999999999999998,0.0679020568167602,0.05690087580138602,0.03986640374398674,0.018604833013696878,-0.004629437974348528,-0.027372842235531228,-0.04721386017087157,-0.06204871685444773,-0.07030444865998516,-0.07110568711474591,-0.0643674756214272,-0.050804277542312086,-0.031854220504074895,-0.00952660942099745,0.013811123324902901,1.0
82,0.9999999999999998,0.06771379674682207,0.05618874712269463,0.03841086341688444,0.01635851608305453,-0.0075142506786462825,-0.030550811524611872,-0.050187596342344896,-0.06423937118998731,-0.07114241697475329,-0.07012854429643878,-0.061310579618741354,-0.045669809638575344,-0.024946781077550034,-0.0014476079869205117,0.022212658792766845,1.0
84,0.9999999999999998,0.06752112020624224,0.05546195957578795,0.036932776758854924,0.014095129421992163,-0.010386812504876225,-0.033657060725511355,-0.05300097941701848,-0.06616196632327877,-0.07160470105657493,-0.06869425086752538,-0.05777013995325231,-0.04010674160535064,-0.01776461372825877,0.006649879529270044,0.03028861822599954,1.0
86,0.9999999999999998,0.06732403976188779,0.05472070276950082,0.03543301137421548,0.011817034821759343,-0.013242440164420416,-0.03668429770897079,-0.05564502042707181,-0.06780847961480792,-0.07168885970583855,-0.06681215663161844,-0.05377407932891146,-0.034167281492075006,-0.01038681250487618,0.014662447495323723,0.03792063043488221,1.0
88,0.9999999999999998,0.06712256826785996,0.053965170087497974,0.03391244759221849,0.009526609420997458,-0.016076477977323554,-0.0396254158322346,-0.0581112714651548,-0.06917204046433006,-0.07139444850304115,-0.06449453049487867,-0.0493539138364668,-0.02790716969691924,-0.0028946258858484563,0.022487774709161343,0.04499683126598765,1.0
90,0.9999999999999998,0.06691671886465567,0.05319555863782301,0.03237197795031754,0.0072262432252510125,-0.018884305462692656,-0.0424735106223731,-0.06039185267607877,-0.0702469589806341,-0.07072302215564975,-0.06175648048805446,-0.04454450439267533,-0.021385155856618057,0.004629437974348552,0.030025931049680887,0.05141350322073349,1.0
92,0.9999999999999998,0.06670650497831052,0.05241206920147562,0.030812506670267685,0.004918336613052488,-0.021661344871710213,-0.045221895984997776,-0.06247947743353909,-0.07102874972442283,-0.06967812628810371,-0.05861585528097129,-0.03938378179957543,-0.01466244749532375,0.012102519871208634,0.03718065359324891,0.05707659566654825,1.0
94,0.9999999999999998,0.0664919403195231,0.051614906180030555,0.029234949127366985,0.0026052978311832107,-0.024403068650978795,-0.04786411990031853,-0.0643674756214272,-0.07151415042523467,-0.06826527871831252,-0.05509312783147403,-0.03391244759221847,-0.0078021356067793325,0.019442322042154656,0.04386057589975495,0.06190310335856416,1.0
96,0.9999999999999998,0.06627303888276073,0.0508042775423121,0.027640231313151582,0.00028954048172403894,-0.027105006824029422,-0.05039397956969448,-0.06604981494534674,-0.07170113559430438,-0.06649194031952309,-0.05121126192728554,-0.028173653034211817,-0.000868602560585867,0.026568014475584132,0.049980394770137895,0.06582228306652924,1.0
98,0.9999999999999998,0.06604981494534674,0.049980394770137875,0.026029289291858923,-0.0020265189964822406,-0.029762754278959323,-0.05280553597712187,-0.06752112020624224,-0.07158892497655904,-0.06436747562142718,-0.046995562490762297,-0.022212658792766807,0.006073082110781642,0.03340112505622018,0.05546195957578798,0.06877669047455903,1.0
100,0.9999999999999998,0.06582228306652922,0.04914347280314619,0.024403068650978788,-0.004340463849328516,-0.032371977950317564,-0.055093127831474034,-0.06877669047455902,-0.0711779868064804,-0.06190310335856414,-0.042473510622373055,-0.01607647797732351,0.012957772373815134,0.039866403743986756,0.06023527024899078,0.07072302215564975,1.0
102,0.9999999999999998,0.06559045808653144,0.04829372998272118,0.022762523946214065,-0.006649879529270021,-0.03492842388352951,-0.05725138485676396,-0.06981251411006228,-0.0704700358542476,-0.05911183722715958,-0.03767458445821158,-0.009813505357032381,0.019720857073759174,0.0458926512695885,0.06423937118998732,0.07163275027994018,1.0
104,0.9999999999999998,0.06535435512558396,0.047431387995030626,0.021108618141177805,-0.008952356214848349,-0.037427924170342686,-0.059275240399228685,-0.07062528157932553,-0.06946802627031343,-0.056008417163247726,-0.03263006700932856,-0.0034731356813751035,0.026298866294687206,0.05141350322073349,0.06742312967537785,0.0714925407536569,1.0
106,0.9999999999999998,0.0651139895829384,0.04655667181319104,0.019442322042154625,-0.011245491325284053,-0.039866403743986735,-0.06115994332164049,-0.07121239602993557,-0.06817613925827215,-0.05260923150497903,-0.027372842235531242,0.00289462588584843,0.03263006700932859,0.05636816088420409,0.06974588882752515,0.07030444865998516,1.0
108,0.9999999999999998,0.06486937713586312,0.045669809638575344,0.017764613728258823,-0.013526892027513752,-0.04223988702296932,-0.06290106915692162,-0.07157198158762877,-0.0665997656274581,-0.048932230450153484,-0.02193718068299352,0.009239558146743623,0.03865504242861461,0.0607020607953324,0.0711779868064804,0.06808588813724326,1.0
110,0.9999999999999998,0.06462053373862066,0.04477103284127824,0.016076477977323533,-0.01579417773305561,-0.04454450439267537,-0.06449453049487869,-0.07170288934984867,-0.06474548329807962,-0.04499683126598762,-0.016358516083054525,0.01551161995335927,0.04431724961388832,0.06436747562142721,0.07170113559430438,0.06486937713586312,1.0
112,0.9999999999999998,0.0643674756214272,0.043860575899754936,0.01437890568785782,-0.018044982582097992,-0.046776498514203575,-0.06593658657767358,-0.07160470105657493,-0.0626210298527554,-0.040823815751676755,-0.010673214368499693,0.021661344871710266,0.04956355011872293,0.0673240397618878,0.07130865453467525,0.06070206079533235,1.0
114,0.9999999999999998,0.0641102192893939,0.04293867633964902,0.01267289329741101,-0.020276957912219052,-0.04893223045015349,-0.06722385208150446,-0.07127773042669515,-0.06023527024899075,-0.036435220495226114,-0.004918336613052497,0.027640231313151593,0.05434470868040339,0.0695391938768014,0.07000555564546107,0.055645020427071826,1.0
116,0.9999999999999998,0.06384878152145053,0.042005574671825224,0.010959442197685848,-0.0224877747091613,-0.051008185597376576,-0.06835330506388139,-0.07072302215564975,-0.057598159827323636,-0.031854220504074895,0.0008686025605859044,0.03340112505622018,0.05861585528097131,0.07098854344862661,0.06780847961480792,0.0497723782316441,1.0
118,0.9999999999999998,0.063583179369251,0.0410615143296235,0.009239558146743609,-0.024675126037103638,-0.05300097941701848,-0.06932229405784,-0.06994234857755242,-0.0547207027695008,-0.02710500682402941,0.006649879529270044,0.03889859114207417,0.06233690624150285,0.0716561274282809,0.06474548329807961,0.04317021087265955,1.0
120,0.9999999999999998,0.0633134301560612,0.04010674160535064,0.0075142506786462756,-0.02683672944589517,-0.05490736295251085,-0.07012854429643878,-0.06893820400245108,-0.051614906180030555,-0.022212658792766807,0.01238780758036631,0.044089272210469654,0.06547294039775105,0.07153459400715087,0.0608556814293315,0.03593528783137507,1.0
122,0.9999999999999998,0.06303955147562923,0.039141505586025964,0.005784532510882204,-0.028970329352738824,-0.05672422812651605,-0.07077016305292766,-0.06771379674682207,-0.048293729982721176,-0.017203011602505657,0.018044982582097982,0.048932230450153484,0.06799452682683534,0.07062528157932553,0.05618874712269463,0.028173653034211828,1.0
124,0.9999999999999998,0.06276156119103776,0.03816605808839798,0.004051418949923414,-0.031073699395839358,-0.05844861280818906,-0.07124564408405162,-0.06627303888276073,-0.04477103284127822,-0.012102519871208596,0.02358452681181604,0.053389270466781345,0.06987800104934191,0.06893820400245107,0.0508042775423121,0.019999070542604157,1.0
126,0.9999999999999998,0.06247947743353909,0.03718065359324891,0.0023159272952628916,-0.03314464475756005,-0.06007770564249517,-0.07155387116605821,-0.06462053373862066,-0.041061514329623516,-0.006938117942762292,0.028970329352738803,0.05742524052196962,0.07110568711474591,0.0664919403195231,0.04477103284127823,0.011531357087057499,1.0
128,0.9999999999999998,0.062193318601372456,0.03618554917900409,0.0005790762422822576,-0.035181004454663864,-0.061608850633710084,-0.071694120715108,-0.06276156119103775,-0.037180653593248875,-0.001737077653851611,0.03416728149207504,0.06100830976767251,0.07166606348593632,0.06331343015606118,0.03816605808839792,0.002894625885848401,1.0
130,0.9999999999999998,0.06190310335856413,0.03518100445466384,-0.0011581147156999292,-0.037180653593248916,-0.06303955147562923,-0.07166606348593632,-0.06070206079533238,-0.033144644757560036,0.003473135681375141,0.03914150558602598,0.06411021928939392,0.07155387116605821,0.059437677045867394,0.031073699395839323,-0.005784532510882242,1.0
132,0.9999999999999998,0.06160885063371008,0.03416728149207501,-0.0028946258858484385,-0.03914150558602596,-0.0643674756214272,-0.07146976534477881,-0.058448612808189054,-0.028970329352738827,0.00866500830834567,0.04386057589975495,0.06670650497831052,0.07077016305292767,0.05490736295251085,0.023584526811816012,-0.014378905687857841,1.0
134,0.9999999999999998,0.06131057961874137,0.03314464475756005,-0.004629437974348528,-0.04106151432962352,-0.06559045808653145,-0.07110568711474591,-0.056008417163247726,-0.024675126037103597,0.013811123324902964,0.04829372998272123,0.06877669047455903,0.06932229405784,0.0497723782316441,0.015794177733055557,-0.02276252394621413,1.0
136,0.9999999999999998,0.06100830976767248,0.03211336104292144,-0.0063615326847088855,-0.042938676339649026,-0.06670650497831052,-0.07057468349400961,-0.053389270466781324,-0.020276957912219038,0.018884305462692645,0.05241206920147561,0.07030444865998517,0.06722385208150444,0.04408927221046963,0.007802135606779278,-0.03081250667026766,1.0
138,0.9999999999999998,0.060702060795332385,0.03107369939583935,-0.008089893315479386,-0.04477103284127824,-0.06771379674682207,-0.06987800104934191,-0.05059954108695968,-0.01579417773305561,0.02385776459254753,0.05618874712269461,0.07127773042669515,0.06449453049487867,0.037920630434882245,-0.0002895404817240444,-0.038410863416884454,1.0
140,0.9999999999999998,0.06039185267607876,0.03002593104968083,-0.009813505357032395,-0.04655667181319106,-0.06861069115132082,-0.0690172752897153,-0.04764814241629184,-0.011245491325284023,0.028705237196052735,0.05959914451842946,0.07168885970583855,0.06115994332164045,0.031334385442391526,-0.008377519112650078,-0.04544622332846664,1.0
142,0.9999999999999998,0.06007770564249518,0.02897032935273882,-0.011531357087057506,-0.04829372998272119,-0.06939572593768999,-0.06799452682683532,-0.044544504392675384,-0.006649879529270007,0.03340112505622018,0.06262102985275542,0.07153459400715087,0.05725138485676394,0.024403068650978743,-0.01635851608305449,-0.05181546752115665,1.0
144,0.9999999999999998,0.05975964018407147,0.027907169696919233,-0.013242440164420432,-0.0499803947701379,-0.07006762122243115,-0.06681215663161844,-0.041298543370044245,-0.002026518996482178,0.037920630434882266,0.06523470420364831,0.07081614999179324,0.0528055359771218,0.017203011602505605,-0.02413061335526697,-0.05742524052196973,1.0
146,0.9999999999999998,0.05943767704586741,0.026836729445895165,-0.014945750221036816,-0.05161490618003056,-0.07062528157932553,-0.06547294039775106,-0.03792063043488218,0.002605297831183241,0.04223988702296931,0.06742312967537785,0.0695391938768014,0.047864119900318525,0.009813505357032327,-0.031594560559251014,-0.0621933186013725,1.0
148,0.9999999999999998,0.05911183722715958,0.025759287862746404,-0.016640287451414406,-0.05319555863782302,-0.07106779782536506,-0.06398002202556163,-0.03442155826983089,0.007226243225251026,0.046336085972157215,0.06917204046433006,0.06771379674682207,0.04247351062237306,0.0023159272952628777,-0.0386550424286146,-0.06604981494534674,1.0
150,0.9999999999999998,0.05878214198007181,0.024675126037103614,-0.018325057199516707,-0.054720702769500834,-0.07139444850304115,-0.062336906241502815,-0.030812506670267633,0.01181703482175939,0.05018759634234492,0.07047003585424762,0.06535435512558392,0.03668429770897073,-0.00520715505474036,-0.045221895984997866,-0.0689382040024511,1.0
152,0.9999999999999998,0.05844861280818904,0.023584526811815977,-0.01999907054260419,-0.056188747122694636,-0.07160470105657493,-0.06054745037057006,-0.02710500682402941,0.01635851608305456,0.0537740793289115,0.07130865453467526,0.06247947743353908,0.030550811524611806,-0.012672893297411046,-0.051211261927285555,-0.07081614999179327,1.0
154,0.9999999999999998,0.05811127146515479,0.022487774709161298,-0.021661344871710213,-0.05759815982732364,-0.07169821270017086,-0.05861585528097129,-0.023310904468410852,0.02083173623453566,0.05707659566654825,0.07168242975814706,0.05911183722715958,0.024130613355266898,-0.019999070542604174,-0.05654665552230573,-0.0716561274282809,1.0
156,0.9999999999999998,0.05777013995325232,0.02138515585661811,-0.023310904468410863,-0.05894747019406641,-0.07167483097687845,-0.056546655522305714,-0.01944232204215462,0.025218029342787253,0.06007770564249522,0.07158892497655904,0.05527799437736039,0.01748395520961499,-0.027105006824029495,-0.0611599433216405,-0.07144582456996981,1.0
158,0.9999999999999998,0.05742524052196964,0.020276957912219045,-0.024946781077550044,-0.06023527024899076,-0.07153459400715087,-0.05434470868040337,-0.015511619953359236,0.02949909220512146,0.06276156119103778,0.07102874972442282,0.05100818559737653,0.010673214368499703,-0.03391244759221855,-0.06499221323179302,-0.07018832387408941,1.0
160,0.9999999999999998,0.05707659566654825,0.0191634699895047,-0.026568014475584125,-0.061460216202741946,-0.07127773042669516,-0.05201518397381489,-0.011531357087057492,0.03365706072551135,0.06511398958293839,0.07000555564546107,0.0463360859721572,0.003762307989218243,-0.040346425497444625,-0.06799452682683534,-0.0679020568167602,1.0
162,0.9999999999999998,0.05672422812651604,0.018044982582097968,-0.028173653034211873,-0.06262102985275542,-0.07090465901371537,-0.049563550118722884,-0.007514250678646253,0.037674584458211605,0.06712256826785998,0.06852601268844652,0.04129854337004425,-0.003183906741556615,-0.04633608597215721,-0.07012854429643879,-0.06462053373862064,1.0
164,0.9999999999999998,0.05636816088420409,0.01692178748791831,-0.029762754278959323,-0.06371649991703142,-0.07041598800615655,-0.046995562490762297,-0.0034731356813751035,0.04153489900801011,0.06877669047455902,0.0665997656274581,0.03593528783137507,-0.010100241276803812,-0.05181546752115665,-0.07136701404864519,-0.06039185267607877,1.0
166,0.9999999999999998,0.05600841716324773,0.015794177733055585,-0.03133438544239162,-0.06474548329807964,-0.06981251411006227,-0.044317249613888235,0.0005790762422823037,0.045221895984997824,0.07006762122243117,0.06423937118998728,0.0302886182259994,-0.01692178748791842,-0.0567242281265161,-0.071694120715108,-0.055277994377360314,1.0
168,0.9999999999999998,0.05564502042707182,0.01466244749532374,-0.03288762401162684,-0.06570690627571467,-0.069095221200663,-0.04153489900801007,0.004629437974348552,0.04872019022194723,0.07098854344862661,0.061460216202741925,0.024403068650978743,-0.02358452681181603,-0.06100830976767251,-0.0711056871147459,-0.04935391383646676,1.0
170,0.9999999999999998,0.055277994377360404,0.013526892027513747,-0.03442155826983088,-0.06659976562745812,-0.06826527871831252,-0.03865504242861464,0.008665008308345733,0.05201518397381489,0.07153459400715087,0.058280417288733885,0.01832505719951669,-0.030025931049680824,-0.06462053373862067,-0.06960922759671487,-0.042706441660635704,1.0
172,0.9999999999999998,0.05490736295251084,0.01238780758036628,-0.035935287831375076,-0.06742312967537784,-0.06732403976188778,-0.03568444053303029,0.012672893297411055,0.05509312783147406,0.07170288934984867,0.05472070276950077,0.012102519871208542,-0.036185549179004135,-0.06752112020624228,-0.06722385208150443,-0.035433011374215354,1.0
