,camera_cut,drift_1,drift_2,drift_3,drift_4,drift_5,drift_6,drift_7,drift_8,drift_9,drift_10,drift_11,drift_12,drift_13,drift_14,drift_15,constant
174,0.9999999999999998,0.0545331503260725,0.011245491325284044,-0.037427924170342686,-0.06817613925827215,-0.06627303888276073,-0.03263006700932856,0.016640287451414444,0.05794117809549603,0.0714925407536569,0.0508042775423121,0.005784532510882158,-0.042005574671825315,-0.06967812628810374,-0.06398002202556159,-0.02764023131315152,1.0
176,0.9999999999999998,0.054155380905170004,0.01010024127680376,-0.038898591142074126,-0.06885800862818457,-0.0651139895829384,-0.02949909220512142,0.020554514651450282,0.060547450370570084,0.07090465901371537,0.04655667181319106,-0.0005790762422822949,-0.047431387995030654,-0.07106779782536506,-0.05991916142579628,-0.019442322042154635,1.0
178,0.9999999999999998,0.053774079328911456,0.008952356214848326,-0.04034642549744462,-0.06946802627031343,-0.06384878152145053,-0.026298866294687112,0.02440306865097883,0.06290106915692163,0.06994234857755241,0.0420055746718252,-0.006938117942762319,-0.052412069201475696,-0.07167483097687845,-0.05509312783147397,-0.010959442197685828,1.0
180,0.9999999999999998,0.05338927046678134,0.007802135606779324,-0.04177057738957225,-0.07000555564546107,-0.062479477433539085,-0.023036902023941215,0.02817365303421191,0.06499221323179302,0.06861069115132082,0.03718065359324889,-0.013242440164420477,-0.056900875801386044,-0.0714925407536569,-0.04956355011872283,-0.002315927295262822,1.0
182,0.9999999999999998,0.053000979417018465,0.006649879529270014,-0.043170210872659605,-0.07047003585424762,-0.06100830976767248,-0.01972085707375914,0.03185422050407493,0.06681215663161844,0.06691671886465567,0.03211336104292142,-0.019442322042154583,-0.06085568142933148,-0.07052293463771621,-0.043401041484330355,0.006361532684708875,1.0
184,0.9999999999999998,0.05260923150497902,0.005495888590019526,-0.04454450439267537,-0.07086098222239642,-0.059437677045867394,-0.016358516083054525,0.035433011374215534,0.0683533050638814,0.06486937713586312,0.026836729445895106,-0.02548886640991717,-0.06423937118998732,-0.06877669047455899,-0.03668429770897069,0.014945750221036851,1.0
186,0.9999999999999998,0.0522140522814848,0.004340463849328509,-0.045892651269588455,-0.0711779868064804,-0.05777013995325231,-0.01295777237381516,0.03889859114207412,0.0696092275967149,0.06247947743353908,0.021385155856618064,-0.0313343854423916,-0.06702018997245979,-0.06627303888276072,-0.029499092205121438,0.023310904468410932,1.0
188,0.9999999999999998,0.05181546752115666,0.003183906741556562,-0.04721386017087157,-0.07142071881960149,-0.05600841716324774,-0.00952660942099745,0.04223988702296931,0.07057468349400961,0.05975964018407148,0.01579417773305562,-0.03693277675885495,-0.06917204046433006,-0.06303955147562922,-0.02193718068299354,0.031334385442391595,1.0
190,0.9999999999999998,0.05141350322073348,0.002026518996482217,-0.04850735557599579,-0.07158892497655904,-0.05415538090517,-0.006073082110781541,0.04544622332846659,0.07124564408405162,0.056724228126516,0.01010024127680373,-0.04223988702296936,-0.07067472806862578,-0.059111837227159514,-0.014095129421992156,0.03889859114207416,1.0
192,0.9999999999999998,0.05100818559737656,0.0008686025605858582,-0.049772378231644133,-0.07168242975814706,-0.0522140522814848,-0.0026052978311832038,0.04850735557599579,0.07161930957043608,0.05338927046678133,0.004340463849328494,-0.047213860170871536,-0.07151415042523467,-0.05453315032607244,-0.006073082110781559,0.04589265126958844,1.0
194,0.9999999999999998,0.05059954108695967,-0.000289540481724062,-0.051008185597376576,-0.07170113559430438,-0.05018759634234487,0.0008686025605859044,0.051413503220733535,0.071694120715108,0.0497723782316441,-0.001447607986920604,-0.05181546752115674,-0.07168242975814706,-0.04935391383646676,0.0020265189964823894,0.052214052281484895,1.0
196,0.9999999999999998,0.05018759634234489,-0.001447607986920542,-0.05221405228148481,-0.07164502296592677,-0.04807931692544237,0.004340463849328523,0.05415538090517002,0.07146976534477881,0.04589265126958843,-0.007226243225251081,-0.05600841716324774,-0.0711779868064804,-0.043631164410802045,0.010100241276803805,0.05777013995325235,1.0
198,0.9999999999999998,0.04977237823164413,-0.0026052978311832176,-0.05338927046678135,-0.07151415042523465,-0.045892651269588476,0.007802135606779371,0.05672422812651607,0.07094717965356866,0.04177057738957225,-0.012957772373815126,-0.0597596401840715,-0.07000555564546104,-0.037427924170342665,0.018044982582098027,0.062479477433539085,1.0
200,0.9999999999999998,0.049353913836466805,-0.0037623079892182484,-0.0545331503260725,-0.07130865453467526,-0.04363116441080203,0.011245491325284058,0.059111837227159604,0.07012854429643876,0.0374279241703426,-0.018604833013696975,-0.06303955147562924,-0.06817613925827215,-0.03081250667026759,0.02575928786274646,0.06627303888276079,1.0
202,0.9999999999999998,0.04893223045015349,-0.004918336613052495,-0.05564502042707183,-0.07102874972442283,-0.041298543370044245,0.014662447495323784,0.061310579618741395,0.0690172752897153,0.03288762401162681,-0.02413061335526697,-0.06582228306652925,-0.06570690627571463,-0.02385776459254745,0.03314464475756011,0.06909522120066303,1.0
204,0.9999999999999998,0.048507355575995774,-0.0060730821107815875,-0.05672422812651605,-0.07067472806862576,-0.03889859114207409,0.018044982582097982,0.06331343015606118,0.06761800975667491,0.028173653034211828,-0.029499092205121504,-0.06808588813724327,-0.0626210298527554,-0.016640287451414364,0.040106741605350604,0.07090465901371537,1.0
206,0.9999999999999998,0.048079316925442386,-0.007226243225251035,-0.057770139953252336,-0.07024695898063409,-0.036435220495226114,0.021385155856618158,0.06511398958293842,0.06593658657767355,0.0233109044684108,-0.03467527377932039,-0.0698125141100623,-0.05894747019406636,-0.009239558146743604,0.04655667181319111,0.07167483097687846,1.0
208,0.9999999999999998,0.047648142416291867,-0.008377519112650016,-0.05878214198007182,-0.06974588882752515,-0.03391244759221847,0.02467512603710363,0.06670650497831054,0.06398002202556162,0.01832505719951669,-0.03962541583223463,-0.07098854344862661,-0.05472070276950082,-0.001737077653851692,0.05241206920147569,0.07139444850304114,1.0
210,0.9999999999999998,0.04721386017087157,-0.009526609420997464,-0.05975964018407147,-0.06917204046433006,-0.03133438544239158,0.02790716969691922,0.06808588813724327,0.06175648048805446,0.013242440164420395,-0.04431724961388831,-0.07160470105657493,-0.04998039477013792,0.005784532510882169,0.05759815982732363,0.07006762122243115,1.0
212,0.9999999999999998,0.04677649851420357,-0.010673214368499707,-0.0607020607953324,-0.06852601268844655,-0.0287052371960527,0.031073699395839406,0.0692477318281231,0.05927524039922864,0.00808989331547935,-0.04872019022194722,-0.0716561274282809,-0.04477103284127814,0.013242440164420468,0.06204871685444778,0.06771379674682207,1.0
214,0.9999999999999998,0.0463360859721572,-0.01181703482175935,-0.061608850633710084,-0.06780847961480792,-0.026029289291858933,0.03416728149207504,0.07018832387408944,0.056546655522305714,0.002894625885848401,-0.052805535977121856,-0.07114241697475329,-0.03914150558602591,0.020554514651450327,0.06570690627571465,0.06436747562142715,1.0
216,0.9999999999999998,0.04589265126958846,-0.012957772373815143,-0.06247947743353909,-0.06702018997245979,-0.023310904468410852,0.03718065359324891,0.07090465901371538,0.05358211174528275,-0.0023159272952628968,-0.05654665552230573,-0.07006762122243115,-0.03314464475756006,0.02764023131315158,0.06852601268844655,0.06007770564249518,1.0
218,0.9999999999999998,0.04544622332846658,-0.014095129421992186,-0.06331343015606121,-0.06616196632327875,-0.020554514651450247,0.040106741605350674,0.07139444850304115,0.05039397956969446,-0.007514250678646344,-0.05991916142579631,-0.06844021685964582,-0.026836729445895116,0.03442155826983097,0.07047003585424762,0.05490736295251082,1.0
220,0.9999999999999998,0.04499683126598762,-0.015228809245542315,-0.0641102192893939,-0.06523470420364828,-0.017764613728258834,0.04293867633964902,0.0716561274282809,0.0469955624907623,-0.012672893297411046,-0.0629010691569216,-0.06627303888276072,-0.020276957912219055,0.04082381575167682,0.07151415042523467,0.04893223045015343,1.0
222,0.9999999999999998,0.044544504392675356,-0.016358516083054553,-0.06486937713586313,-0.06423937118998728,-0.01494575022103677,0.04566980963857537,0.07168885970583855,0.0434010414843303,-0.017764613728258924,-0.0654729403977511,-0.06358317936925097,-0.013526892027513693,0.04677649851420361,0.07164502296592677,0.0422398870229692,1.0
224,0.9999999999999998,0.04408927221046963,-0.017483955209615057,-0.06559045808653144,-0.06317700588910677,-0.012102519871208596,0.04829372998272118,0.0714925407536569,0.03962541583223456,-0.02276252394621413,-0.06761800975667495,-0.06039185267607871,-0.006649879529270024,0.05221405228148481,0.07086098222239641,0.03492842388352946,1.0
226,0.9999999999999998,0.043631164410802066,-0.01860483301369688,-0.06627303888276075,-0.062048716854447725,-0.009239558146743588,0.050804277542312114,0.07106779782536504,0.0356844405330303,-0.027640231313151586,-0.06932229405784003,-0.05672422812651605,0.0002895404817240993,0.05707659566654824,0.06917204046433005,0.027105006824029436,1.0
228,0.9999999999999998,0.043170210872659605,-0.01972085707375914,-0.06691671886465568,-0.06085568142933148,-0.006361532684708855,0.05319555863782305,0.07041598800615655,0.03159456055925088,-0.03237197795031763,-0.07057468349400962,-0.052609231504979016,0.007226243225251136,0.061310579618741416,0.06659976562745809,0.01888430546269251,1.0
230,0.9999999999999998,0.042706441660635676,-0.02083173623453567,-0.06752112020624224,-0.05959914451842943,-0.0034731356813751035,0.05546195957578798,0.0695391938768014,0.027372842235531193,-0.03693277675885495,-0.07136701404864519,-0.048079316925442366,0.014095129421992222,0.06486937713586315,0.06317700588910675,0.010386812504876143,1.0
232,0.9999999999999998,0.04223988702296931,-0.02193718068299355,-0.06808588813724327,-0.058280417288733906,-0.0005790762422822664,0.057598159827323636,0.06844021685964582,0.023036902023941225,-0.04129854337004427,-0.071694120715108,-0.043170210872659556,0.020831736234535648,0.06771379674682208,0.05894747019406636,0.0017370776538517011,1.0
234,0.9999999999999998,0.041770577389572246,-0.02303690202394125,-0.06861069115132082,-0.056900875801386,0.002315927295262906,0.05959914451842946,0.06712256826785995,0.01860483301369683,-0.04544622332846664,-0.07155387116605821,-0.03792063043488214,0.02737284223553126,0.0698125141100623,0.053965170087497925,-0.006938117942762429,1.0
236,0.9999999999999998,0.04129854337004428,-0.0241306133552669,-0.06909522120066301,-0.05546195957578795,0.005207155054740305,0.061460216202741974,0.06559045808653143,0.01409512942199215,-0.04935391383646682,-0.07094717965356866,-0.03237197795031757,0.03365706072551144,0.07114241697475329,0.04829372998272113,-0.015511619953359307,1.0
238,0.9999999999999998,0.04082381575167676,-0.025218029342787218,-0.06953919387680141,-0.053965170087497974,0.008089893315479378,0.0631770058891068,0.06384878152145054,0.00952660942099746,-0.05300097941701844,-0.06987800104934191,-0.026568014475584115,0.039625415832234626,0.07168885970583855,0.04200557467182526,-0.023857764592547504,1.0
240,0.9999999999999998,0.0403464254974446,-0.02629886629468717,-0.06994234857755242,-0.052412069201475606,0.01095944219768591,0.06474548329807965,0.06190310335856411,0.004918336613052443,-0.05636816088420413,-0.06835330506388135,-0.020554514651450268,0.04522189598499786,0.07144582456996981,0.03518100445466377,-0.03185422050407496,1.0
242,0.9999999999999998,0.03986640374398674,-0.027372842235531228,-0.07030444865998516,-0.050804277542312086,0.013811123324902901,0.06616196632327877,0.05975964018407145,0.0002895404817240247,-0.05943767704586741,-0.0663830308126747,-0.014378905687857766,0.05039397956969451,0.07041598800615655,0.02790716969691915,-0.039383781799575496,1.0
244,0.9999999999999998,0.039383781799575426,-0.02843967697982696,-0.07062528157932553,-0.049143472803146175,0.016640287451414444,0.06742312967537785,0.0574252405219696,-0.004340463849328578,-0.0621933186013725,-0.06398002202556159,-0.008089893315479296,0.0550931278314741,0.06861069115132078,0.02027695791221894,-0.0463360859721573,1.0
246,0.9999999999999998,0.03889859114207411,-0.02949909220512145,-0.07090465901371538,-0.047431387995030605,0.019442322042154656,0.06852601268844655,0.054907362952510815,-0.008952356214848379,-0.06462053373862067,-0.06115994332164046,-0.001737077653851565,0.05927524039922869,0.06604981494534672,0.012387807580366172,-0.05260923150497905,1.0
248,0.9999999999999998,0.03841086341688444,-0.030550811524611872,-0.07114241697475329,-0.045669809638575344,0.022212658792766845,0.06946802627031343,0.05221405228148481,-0.013526892027513766,-0.06670650497831052,-0.05794117809549598,0.004629437974348533,0.06290106915692159,0.06276156119103775,0.004340463849328511,-0.05811127146515484,1.0
250,0.9999999999999998,0.03792063043488221,-0.031594560559250945,-0.07133841590375212,-0.043860575899754915,0.02494678107755007,0.0702469589806341,0.049353913836466756,-0.018044982582098034,-0.06844021685964585,-0.054344708680403336,0.010959442197685893,0.06593658657767364,0.05878214198007173,-0.0037623079892183725,-0.06276156119103783,1.0
252,0.9999999999999998,0.037427924170342665,-0.0326300670093286,-0.0714925407536569,-0.042005574671825245,0.027640231313151593,0.07086098222239641,0.04633608597215725,-0.02248777470916127,-0.06981251411006228,-0.050393979569694464,0.017203011602505616,0.06835330506388138,0.05415538090517001,-0.011817034821759238,-0.06649194031952307,1.0
254,0.9999999999999998,0.036932776758854924,-0.033657060725511355,-0.07160470105657493,-0.04010674160535064,0.030288618225999483,0.07130865453467526,0.0431702108726596,-0.026836729445895182,-0.07081614999179327,-0.046114744587912836,0.02331090446841081,0.07012854429643878,0.04893223045015343,-0.019720857073759153,-0.06924773182812309,1.0
256,0.9999999999999998,0.03643522049522613,-0.034675273779320344,-0.07167483097687845,-0.038166058088397965,0.03288762401162683,0.07158892497655904,0.03986640374398668,-0.031073699395839396,-0.07144582456996983,-0.041534899008010086,0.029234949127367082,0.07124564408405164,0.04317021087265956,-0.02737284223553137,-0.07098854344862662,1.0
258,0.9999999999999998,0.03593528783137505,-0.03568444053303033,-0.07170288934984867,-0.03618554917900406,0.035433011374215534,0.07170113559430438,0.036435220495226066,-0.03518100445466393,-0.07169821270017086,-0.03668429770897069,0.03492842388352962,0.071694120715108,0.036932776758854785,-0.03467527377932049,-0.07168885970583855,1.0
260,0.9999999999999998,0.03543301137421548,-0.03668429770897079,-0.07168885970583855,-0.034167281492075006,0.03792063043488221,0.07164502296592677,0.03288762401162681,-0.03914150558602597,-0.07157198158762876,-0.031594560559250945,0.04034642549744462,0.0714697653447788,0.030288618225999472,-0.041534899008010134,-0.07133841590375212,1.0
262,0.9999999999999998,0.0349284238835295,-0.037674584458211584,-0.07163275027994018,-0.032113361042921416,0.04034642549744463,0.07142071881960149,0.029234949127366957,-0.04293867633964907,-0.07106779782536504,-0.026298866294687067,0.04544622332846663,0.07057468349400961,0.023310904468410755,-0.047864119900318566,-0.06994234857755238,1.0
264,0.9999999999999998,0.03442155826983087,-0.038655042428614644,-0.07153459400715087,-0.030025931049680796,0.04270644166063572,0.0710287497244228,0.025488866409916974,-0.04655667181319112,-0.07018832387408941,-0.020831736234535582,0.050187596342344945,0.06901727528971525,0.01607647797732335,-0.05358211174528287,-0.06752112020624222,1.0
266,0.9999999999999998,0.03391244759221849,-0.0396254158322346,-0.07139444850304115,-0.02790716969691924,0.04499683126598765,0.07047003585424762,0.021661344871710238,-0.049980394770137895,-0.06893820400245107,-0.015228809245542239,0.054533150326072484,0.06681215663161844,0.00866500830834566,-0.05861585528097126,-0.06411021928939392,1.0
268,0.9999999999999998,0.033401125056220136,-0.04058545151205034,-0.07121239602993557,-0.02575928786274638,0.04721386017087159,0.06974588882752515,0.017764613728258778,-0.05319555863782305,-0.0673240397618878,-0.009526609420997405,0.058448612808189124,0.0639800220255616,0.0011581147156999093,-0.06290106915692165,-0.05975964018407139,1.0
270,0.9999999999999998,0.03288762401162682,-0.041534899008010114,-0.07098854344862661,-0.023584526811815942,0.04935391383646682,0.06885800862818454,0.01381112332490281,-0.056188747122694685,-0.06535435512558392,-0.003762307989218188,0.061903103358564214,0.06054745037057001,-0.006361532684708993,-0.06638303081267478,-0.05453315032607245,1.0
272,0.9999999999999998,0.032371977950317564,-0.042473510622373076,-0.07072302215564975,-0.02138515585661812,0.05141350322073349,0.06780847961480793,0.00981350535703239,-0.058947470194066404,-0.06303955147562922,0.002026518996482262,0.06486937713586315,0.05654665552230577,-0.013811123324902875,-0.0690172752897153,-0.04850735557599578,1.0
274,0.9999999999999998,0.03185422050407493,-0.043401041484330355,-0.07041598800615655,-0.01916346998950468,0.053389270466781345,0.06659976562745808,0.005784532510882158,-0.06146021620274197,-0.06039185267607871,0.007802135606779352,0.06732403976188782,0.05201518397381479,-0.02110861814117787,-0.07077016305292767,-0.04177057738957212,1.0
276,0.9999999999999998,0.03133438544239158,-0.0443172496138883,-0.07006762122243114,-0.016921787487918272,0.055277994377360445,0.06523470420364827,0.0017370776538516198,-0.06371649991703146,-0.0574252405219696,0.013526892027513884,0.06924773182812313,0.046995562490762276,-0.028173653034212005,-0.0716193095704361,-0.03442155826983081,1.0
278,0.9999999999999998,0.030812506670267685,-0.045221895984997776,-0.06967812628810371,-0.01466244749532375,0.05707659566654825,0.06371649991703142,-0.0023159272952628968,-0.06570690627571465,-0.054155380905170004,0.019163469989504696,0.07062528157932553,0.0415348990080101,-0.0349284238835295,-0.07155387116605821,-0.026568014475584132,1.0
280,0.9999999999999998,0.030288618225999472,-0.046114744587912856,-0.06924773182812309,-0.012387807580366271,0.05878214198007185,0.06204871685444772,-0.006361532684708884,-0.06742312967537785,-0.050599541086959625,0.024675126037103735,0.07144582456996983,0.035684440533030264,-0.04129854337004436,-0.07057468349400961,-0.01832505719951653,1.0
282,0.9999999999999998,0.029762754278959306,-0.04699556249076234,-0.06877669047455899,-0.01010024127680372,0.06039185267607879,0.06023527024899073,-0.01038681250487627,-0.06885800862818459,-0.04677649851420346,0.030025931049680932,0.07170288934984867,0.02949909220512133,-0.04721386017087171,-0.06869425086752536,-0.00981350535703229,1.0
284,0.9999999999999998,0.029234949127366985,-0.04786411990031853,-0.06826527871831252,-0.0078021356067793325,0.061903103358564124,0.058280417288733885,-0.014378905687857841,-0.07000555564546107,-0.042706441660635704,0.035181004454663815,0.07139444850304115,0.02303690202394118,-0.05260923150497905,-0.06593658657767357,-0.0011581147156999184,1.0
286,0.9999999999999998,0.028705237196052707,-0.048720190221947214,-0.06771379674682207,-0.005495888590019518,0.06331343015606122,0.05618874712269463,-0.018325057199516707,-0.07086098222239642,-0.03841086341688439,0.04010674160535071,0.07052293463771618,0.01635851608305455,-0.057425240521969644,-0.06233690624150282,0.007514250678646445,1.0
288,0.9999999999999998,0.028173653034211855,-0.04956355011872292,-0.06712256826785995,-0.0031839067415565226,0.06462053373862069,0.05396517008749792,-0.022212658792766835,-0.0714207188196015,-0.03391244759221837,0.04477103284127829,0.06909522120066298,0.009526609420997287,-0.06160885063371013,-0.05794117809549599,0.016076477977323637,1.0
290,0.9999999999999998,0.027640231313151582,-0.05039397956969448,-0.0664919403195231,-0.000868602560585867,0.06582228306652921,0.05161490618003056,-0.02602928929185896,-0.07168242975814706,-0.029234949127367023,0.04914347280314615,0.06712256826785996,0.0026052978311832302,-0.06511398958293839,-0.052805535977121815,0.0244030686509788,1.0
292,0.9999999999999998,0.027105006824029405,-0.05121126192728557,-0.06582228306652922,0.0014476079869205493,0.06691671886465568,0.049143472803146175,-0.029762754278959337,-0.07164502296592677,-0.024403068650978757,0.05319555863782304,0.06462053373862064,-0.00434046384932856,-0.06790205681676022,-0.04699556249076228,0.03237197795031773,1.0
294,0.9999999999999998,0.02656801447558412,-0.052015183973814896,-0.06511398958293839,0.0037623079892182714,0.06790205681676023,0.04655667181319101,-0.03340112505622017,-0.07130865453467525,-0.019442322042154514,0.056900875801386114,0.06160885063371005,-0.011245491325284159,-0.06994234857755245,-0.04058545151205028,0.039866403743986825,1.0
296,0.9999999999999998,0.02602928929185894,-0.05280553597712185,-0.0643674756214272,0.006073082110781579,0.06877669047455902,0.04386057589975498,-0.03693277675885495,-0.07067472806862576,-0.014378905687857891,0.06023527024899077,0.05811127146515481,-0.018044982582097895,-0.07121239602993557,-0.033657060725511286,0.046776498514203596,1.0
298,0.9999999999999998,0.02548886640991706,-0.05358211174528275,-0.06358317936925098,0.008377519112650023,0.0695391938768014,0.04106151432962347,-0.040346425497444625,-0.06974588882752515,-0.009239558146743604,0.06317700588910678,0.05415538090517001,-0.024675126037103725,-0.07169821270017086,-0.02629886629468708,0.05300097941701842,1.0
300,0.9999999999999998,0.02494678107755004,-0.05434470868040338,-0.06276156119103776,0.010673214368499731,0.07018832387408945,0.03816605808839797,-0.04363116441080211,-0.06852601268844653,-0.004051418949923329,0.06570690627571471,0.04977237823164402,-0.031073699395839382,-0.07139444850304114,-0.018604833013696795,0.05844861280818912,1.0
302,0.9999999999999998,0.024403068650978788,-0.055093127831474034,-0.06190310335856414,0.012957772373815134,0.07072302215564975,0.03518100445466386,-0.04677649851420361,-0.0670201899724598,0.0011581147156998393,0.06780847961480792,0.04499683126598759,-0.03718065359324889,-0.07030444865998517,-0.010673214368499603,0.06303955147562924,1.0
304,0.9999999999999998,0.02385776459254751,-0.05582717394627313,-0.06100830976767248,0.01522880924554232,0.07114241697475329,0.03211336104292142,-0.04977237823164417,-0.06523470420364828,0.006361532684708875,0.06946802627031341,0.03986640374398669,-0.042938676339649054,-0.06844021685964584,-0.0026052978311831114,0.0667065049783105,1.0
306,0.9999999999999998,0.02331090446841084,-0.056546655522305735,-0.06007770564249516,0.017483955209615078,0.07144582456996983,0.028970329352738775,-0.05260923150497907,-0.06317700588910675,0.011531357087057574,0.07067472806862578,0.0344215582698308,-0.04829372998272126,-0.06582228306652918,0.005495888590019648,0.06939572593769001,1.0
308,0.9999999999999998,0.022762523946214065,-0.05725138485676396,-0.05911183722715956,0.019720857073759174,0.07163275027994018,0.02575928786274633,-0.055277994377360445,-0.06085568142933144,0.01664028745141455,0.07142071881960152,0.028705237196052606,-0.053195558637823125,-0.062479477433538995,0.013526892027513865,0.07106779782536508,1.0
310,0.9999999999999998,0.022212658792766817,-0.057941178095496024,-0.05811127146515479,0.021937180682993555,0.07170288934984867,0.02248777470916131,-0.057770139953252364,-0.0582804172887339,0.021661344871710186,0.07170113559430438,0.022762523946214072,-0.05759815982732362,-0.05844861280818902,0.021385155856618245,0.07169821270017086,1.0
312,0.9999999999999998,0.021661344871710207,-0.0586158552809713,-0.05707659566654823,0.02413061335526692,0.0716561274282809,0.019163469989504623,-0.06007770564249522,-0.05546195957578792,0.026568014475584177,0.07151415042523465,0.01664028745141437,-0.06146021620274202,-0.05377407932891136,0.028970329352738945,0.07127773042669515,1.0
314,0.9999999999999998,0.021108618141177805,-0.059275240399228685,-0.056008417163247726,0.026298866294687206,0.0714925407536569,0.015794177733055557,-0.0621933186013725,-0.05241206920147555,0.03133438544239171,0.0708609822223964,0.010386812504876016,-0.06474548329807966,-0.0485073555759956,0.036185549179004226,0.0698125141100622,1.0
316,0.9999999999999998,0.020554514651450303,-0.05991916142579625,-0.05490736295251084,0.02843967697982695,0.07121239602993557,0.012387807580366282,-0.06411021928939388,-0.04914347280314618,0.03593528783137513,0.06974588882752515,0.004051418949923465,-0.06742312967537784,-0.04270644166063561,0.04293867633964894,0.0673240397618878,1.0
318,0.9999999999999998,0.01999907054260417,-0.06054745037057009,-0.05377407932891145,0.03055081152461189,0.07081614999179325,0.008952356214848297,-0.06582228306652925,-0.04566980963857531,0.04034642549744462,0.06817613925827215,-0.002315927295263007,-0.06946802627031345,-0.036435220495225976,0.049143472803146314,0.06384878152145047,1.0
320,0.9999999999999998,0.01944232204215461,-0.06115994332164051,-0.052609231504979,0.03263006700932865,0.07030444865998514,0.005495888590019463,-0.06732403976188783,-0.04200557467182515,0.04454450439267545,0.06616196632327871,-0.008665008308345833,-0.07086098222239644,-0.029762754278959053,0.05472070276950093,0.05943767704586738,1.0
322,0.9999999999999998,0.018884305462692645,-0.06175648048805447,-0.051413503220733466,0.034675273779320344,0.06967812628810371,0.0020265189964821873,-0.0686106911513208,-0.03816605808839798,0.04850735557599582,0.06371649991703143,-0.014945750221036844,-0.07158892497655905,-0.022762523946213954,0.0595991445184294,0.05415538090517002,1.0
324,0.9999999999999998,0.01832505719951669,-0.062336906241502836,-0.05018759634234489,0.03668429770897081,0.06893820400245107,-0.0014476079869205404,-0.06967812628810374,-0.03416728149207497,0.05221405228148481,0.06085568142933145,-0.02110861814117787,-0.07164502296592677,-0.015511619953359269,0.0637164999170315,0.04807931692544229,1.0
326,0.9999999999999998,0.01776461372825881,-0.06290106915692163,-0.04893223045015346,0.038655042428614665,0.06808588813724326,-0.0049183366130525884,-0.07052293463771622,-0.030025931049680755,0.055645020427071874,0.057598159827323595,-0.02710500682402948,-0.07102874972442279,-0.008089893315479314,0.06702018997245986,0.04129854337004423,1.0
328,0.9999999999999998,0.01720301160250568,-0.06344882205199669,-0.047648142416291867,0.040585451512050334,0.06712256826785995,-0.008377519112650014,-0.07114241697475328,-0.0257592878627464,0.05878214198007184,0.053965170087497925,-0.03288762401162681,-0.06974588882752515,-0.0005790762422823652,0.06946802627031341,0.03391244759221851,1.0
330,0.9999999999999998,0.0166402874514144,-0.06398002202556163,-0.046336085972157194,0.04247351062237309,0.06604981494534674,-0.01181703482175938,-0.07153459400715088,-0.021385155856618078,0.06160885063371008,0.04998039477013785,-0.03841086341688455,-0.0678084796148079,0.006938117942762293,0.07102874972442284,0.026029289291858798,1.0
332,0.9999999999999998,0.016076477977323533,-0.06449453049487869,-0.04499683126598757,0.04431724961388832,0.06486937713586312,-0.015228809245542436,-0.07169821270017086,-0.016921787487918224,0.06411021928939394,0.045669809638575316,-0.04363116441080219,-0.06523470420364817,0.01437890568785794,0.07168242975814706,0.01776461372825875,1.0
334,0.9999999999999998,0.015511619953359241,-0.06499221323179301,-0.04363116441080208,0.04611474458791285,0.06358317936925098,-0.01860483301369685,-0.07163275027994018,-0.01238780758036629,0.06627303888276075,0.04106151432962348,-0.048507355575995816,-0.06204871685444776,0.021661344871710172,0.0714207188196015,0.00923955814674363,1.0
336,0.9999999999999998,0.01494575022103681,-0.06547294039775106,-0.04223988702296929,0.047864119900318546,0.062193318601372456,-0.021937180682993607,-0.07133841590375212,-0.0078021356067792865,0.0680858881372433,0.03618554917900407,-0.05300097941701852,-0.05828041728873383,0.028705237196052762,0.0702469589806341,0.0005790762422821193,1.0
338,0.9999999999999998,0.01437890568785782,-0.06593658657767358,-0.040823815751676755,0.04956355011872293,0.06070206079533235,-0.025218029342787246,-0.07081614999179324,-0.0031839067415564766,0.06953919387680141,0.031073699395839222,-0.05707659566654832,-0.05396517008749793,0.03543301137421561,0.06817613925827208,-0.008089893315479461,1.0
340,0.9999999999999998,0.013811123324902917,-0.06638303081267469,-0.03938378179957543,0.05121126192728556,0.05911183722715958,-0.028439676979826942,-0.07006762122243115,0.0014476079869205317,0.07062528157932553,0.025759287862746408,-0.060702060795332385,-0.0491434728031462,0.041770577389572246,0.06523470420364828,-0.016640287451414403,1.0
342,0.9999999999999998,0.013242440164420409,-0.06681215663161845,-0.03792063043488224,0.05280553597712186,0.0574252405219696,-0.0315945605592509,-0.06909522120066301,0.006073082110781625,0.07133841590375212,0.02027695791221894,-0.06384878152145054,-0.043860575899755,0.047648142416291936,0.061460216202741946,-0.024946781077550207,1.0
344,0.9999999999999998,0.01267289329741101,-0.06722385208150446,-0.036435220495226114,0.05434470868040339,0.055645020427071784,-0.03467527377932039,-0.0679020568167602,0.010673214368499776,0.07167483097687846,0.014662447495323649,-0.06649194031952312,-0.03816605808839788,0.0530009794170186,0.05690087580138601,-0.032887624011626905,1.0
346,0.9999999999999998,0.012102519871208636,-0.06761800975667491,-0.03492842388352949,0.05582717394627312,0.05377407932891147,-0.0376745844582116,-0.0664919403195231,0.015228809245542305,0.07163275027994018,0.008952356214848377,-0.0686106911513208,-0.03211336104292139,0.05777013995325234,0.05161490618003054,-0.040346425497444605,1.0
348,0.9999999999999998,0.011531357087057497,-0.06799452682683534,-0.03340112505622014,0.057251384856763954,0.05181546752115664,-0.04058545151205033,-0.06486937713586312,0.01972085707375916,0.07121239602993555,0.0031839067415564853,-0.07018832387408945,-0.025759287862746415,0.0619031033585642,0.04566980963857533,-0.047213860170871695,1.0
