Clip_Filename,Average_Pitch_Hz,Average_Amplitude
clip366.mov,679.249267578125,0.024210255593061447
clip367.mov,573.1983032226562,0.03394763916730881
clip368.mov,596.32470703125,0.04291893169283867
clip369.mov,1026.8592529296875,0.04293288290500641
clip370.mov,458.91461181640625,0.022149382159113884
clip371.mov,384.1634216308594,0.011379926465451717
clip372.mov,463.7602233886719,0.01676662266254425
clip373.mov,394.06964111328125,0.016802582889795303
clip374.mov,858.0665893554688,0.03748008981347084
clip375.mov,603.9849243164062,0.04800888150930405
clip376.mov,635.0802001953125,0.04390228912234306
clip377.mov,407.4400939941406,0.032878875732421875
clip378.mov,483.71148681640625,0.010643458925187588
clip379.mov,511.4483642578125,0.013606826774775982
clip380.mov,286.44219970703125,0.01143490057438612
clip381.mov,537.467041015625,0.025982188060879707
clip382.mov,419.953125,0.030972348526120186
clip383.mov,863.0570068359375,0.03748825192451477
clip384.mov,635.6909790039062,0.04258761554956436
clip385.mov,336.79901123046875,0.03872852399945259
clip386.mov,298.5220947265625,0.03332109376788139
clip387.mov,586.48779296875,0.0013335299445316195
clip388.mov,538.7628173828125,0.0007788942893967032
clip389.mov,438.33160400390625,0.00010270129860145971
