medium_length_inbetween_base_amp
0.0
0.0181959646102734
0.2235147115902663
0.37537675072543936
0.2579080025327761
0.08748720177556144
-0.020937197456496366
-0.07234160704681569
-0.08899980983771583
-0.0864889099656174
-0.07615916787025817
-0.06547090646978862
-0.05766000574417579
-0.05301390751972532
-0.050633150900405564
-0.0495481373531519
-0.04909618239092947
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.029712835678516118
0.18713167584277618
0.3589096640323647
0.256347396830261
0.09284720658910196
-0.013868938844748968
-0.0661170593937537
-0.08451772006561525
-0.08370981753979821
-0.055509725807939767
0.17124719861152443
0.3504214984629227
0.25230803413512126
0.09110342884992906
-0.014561531468145145
-0.06637005412401475
-0.08451772006561525
-0.08370981753979821
-0.07464007779009207
-0.06472766489192018
-0.057331353230110425
-0.05288255035580817
-0.05058696539984133
-0.04953578028406459
-0.04909618239092947
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.029712835678516118
0.18713167584277618
0.3589096640323647
0.256347396830261
0.09284720658910196
-0.013868938844748968
-0.0661170593937537
-0.08451772006561525
-0.08370981753979821
-0.07464007779009207
-0.06472766489192018
-0.057331353230110425
-0.05288255035580817
-0.05058696539984133
-0.04953578028406459
-0.04909618239092947
-0.029712835678516118
0.18713167584277618
0.3589096640323647
0.256347396830261
0.09284720658910196
-0.013868938844748968
-0.0661170593937537
-0.08451772006561525
-0.08370981753979821
-0.07464007779009207
-0.06472766489192018
-0.057331353230110425
-0.05288255035580817
-0.05058696539984133
-0.04953578028406459
-0.04909618239092947
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.029712835678516118
0.18713167584277618
0.3589096640323647
0.256347396830261
0.09284720658910196
-0.013868938844748968
-0.0661170593937537
-0.08451772006561525
-0.08370981753979821
-0.07464007779009207
-0.06472766489192018
-0.057331353230110425
-0.05288255035580817
-0.05058696539984133
-0.04953578028406459
-0.04909618239092947
-0.029712835678516118
0.18713167584277618
0.3589096640323647
0.256347396830261
0.09284720658910196
-0.013868938844748968
-0.0661170593937537
-0.08451772006561525
-0.08370981753979821
-0.07464007779009207
-0.06472766489192018
-0.057331353230110425
-0.05288255035580817
-0.05058696539984133
-0.04953578028406459
-0.04909618239092947
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.04884318766066842
-0.029712835678516118
0.18713167584277618
0.3589096640323647
0.256347396830261
0.09284720658910196
-0.013868938844748968
-0.0661170593937537
-0.08451772006561525
-0.08370981753979821
-0.07464007779009207
-0.06472766489192018
-0.057331353230110425
-0.05288255035580817
-0.05058696539984133
-0.030405428301912292
0.18687868111251513
0.3589096640323647
0.256347396830261
0.09284720658910196
-0.013868938844748968
-0.0661170593937537
-0.08451772006561525
-0.08370981753979821
-0.07464007779009207
-0.06472766489192018
-0.057331353230110425
-0.05288255035580817
-0.05058696539984133
-0.04953578028406459
-0.04909618239092947
-0.04884318766066842
-0.029712835678516118
