,camera_cut,drift_1,drift_2,drift_3,drift_4,drift_5,drift_6,drift_7,drift_8,drift_9,drift_10,drift_11,drift_12,drift_13,drift_14,drift_15,drift_16,drift_17,drift_18,constant
226,0.9999999999999998,0.046810203533010825,-0.000930812022609682,-0.04811734853989081,-0.06664067433602362,-0.04546655733749991,0.0027917102486133003,0.04938697308578331,0.06656271761213206,0.044087457688243445,-0.004650431582941673,-0.050618087155658686,-0.06643285728330028,-0.04267397996566369,0.0065055266506098865,0.05180973076379803,0.06625119461070643,0.04122722635717027,-0.008355548904286983,1.0
228,0.9999999999999998,0.04647767352363764,-0.0018614425815712571,-0.04907313914131562,-0.06656271761213206,-0.04373726859936715,0.005578522888821029,0.05151557156649006,0.06625119461070643,0.040860470243531774,-0.00927820673067102,-0.05379735414292012,-0.06573306913803366,-0.03785624967020676,0.012948956747998121,0.055911371196361595,0.06500995695370422,0.03473397545603843,-0.016579325810990305,1.0
230,0.9999999999999998,0.04614287825802712,-0.002791710248613308,-0.050007404642030635,-0.06643285728330028,-0.041954692736655856,0.008355548904286948,0.053521165012740984,0.06573306913803366,0.03747222519014207,-0.013860779387850563,-0.05665951286579094,-0.06457221074190873,-0.03272691690767608,0.019268786462964826,0.0594004349458912,0.06295842468249874,0.027752052817360106,-0.02454163684564514,1.0
232,0.9999999999999998,0.045805834053628196,-0.003721433666210921,-0.05091973524230948,-0.06625119461070643,-0.040121001543469884,0.011117916447740154,0.055398964618288554,0.06500995695370422,0.03393609438335808,-0.018375823721133284,-0.05918769234242679,-0.06295842468249874,-0.027328202256104897,0.025404691756684944,0.062238695099813474,0.06012216842700758,0.020379686997540426,-0.032116911606781026,1.0
234,0.9999999999999998,0.0454665573374999,-0.004650431582941689,-0.05180973076379806,-0.06601787124943802,-0.03823842909006971,0.013860779387850629,0.05714448671347414,0.06408411306255458,0.030266033315969748,-0.02280134288837798,-0.061366990230162684,-0.06090303050950672,-0.02170454363047707,0.03129810418572601,0.06439505508593787,0.05653653974376172,0.012720599691769606,-0.03918568348616494,1.0
236,0.9999999999999998,0.045125064645510714,-0.005578522888821036,-0.052677000825046026,-0.06573306913803366,-0.0363092690010018,0.01657932581099033,0.058753563470999484,0.06295842468249874,0.026476526042318694,-0.02711577620505336,-0.06318456066730571,-0.058420445336257565,-0.0159022305052387,0.036892769949556294,0.06584588937300918,0.0522462304883893,0.004882546475175415,-0.04563647372857927,1.0
238,0.9999999999999998,0.04478137262153268,-0.00650552665060997,-0.05352116501274097,-0.06539701035661277,-0.0343358716606703,0.019268786462964784,0.0602223528575534,0.06163640224082087,0.022582528016352764,-0.03129810418572602,-0.06462968999300928,-0.05552808271400661,-0.0099690228962473,0.04213528684432346,0.06657530231697159,0.04730471576910136,-0.00302419920861693,-0.05136754951838594,1.0
240,0.9999999999999998,0.044435498016630166,-0.00743126214708837,-0.05434185304857029,-0.0650099569537042,-0.03232064134975579,0.021924443115905568,0.061547347807532064,0.06012216842700757,0.018599407069281922,-0.03532795094888035,-0.06569385989889934,-0.05224623048838929,-0.003953758238397343,0.04697561399757301,0.06657530231697159,0.041773587424297334,-0.010888397482774927,-0.05628852836680103,1.0
242,0.9999999999999998,0.04408745768824345,-0.008355548904286959,-0.05513870495163746,-0.06457221074190873,-0.03026603331596974,0.024541636845645216,0.06272538459694836,0.05842044533625756,0.014542882759769442,-0.03918568348616495,-0.06637079764020533,-0.04859790849476074,0.002094050605208631,0.051367549518385944,0.06584588937300917,0.035721786331933056,-0.01859940706928204,-0.06032180349773469,1.0
244,0.9999999999999998,0.04373726859936715,-0.009278206730671024,-0.055911371196361595,-0.0640841130625546,-0.028174550782713328,0.027115776205053316,0.0637536503975357,0.05653653974376174,0.010428964336015412,-0.042852507312435895,-0.06665651301042608,-0.044608707090590595,0.008124622893676436,0.05526917150366941,0.0643950550859379,0.02922474311927187,-0.026048741899284876,-0.06340376775301022,1.0
246,0.9999999999999998,0.043384947817723396,-0.0101990557522692,-0.05665951286579091,-0.0635460445195298,-0.02604874189928492,0.029642345278995137,0.06462968999300926,0.05447632655567525,0.006273887554567665,-0.04631055803059981,-0.06654932186158435,-0.04030660765749171,0.014088319763692495,0.05864323819110777,0.06223869509981345,0.02236343798335037,-0.033131597401836965,-0.06548581671524589,1.0
248,0.9999999999999998,0.04303051251493004,-0.011117916447740149,-0.0573828018002629,-0.06295842468249874,-0.02389119663635338,0.032116911606781,0.06535141164144811,0.05224623048838933,0.0020940506052085617,-0.04954298836515957,-0.06604985603142957,-0.035721786331933146,0.019936052817072458,0.061457543439233354,0.05940043494589118,0.01522339134071041,-0.039748324997707654,-0.06653511522855143,1.0
250,0.9999999999999998,0.042673979965663696,-0.012034609683370664,-0.05808092074134596,-0.0623217117597343,-0.021704543630477108,0.03453513395820866,0.0659170920698004,0.04985320603323547,-0.0020940506052085205,-0.05253405024044813,-0.06516105961907305,-0.030886402341324153,0.025619688177320243,0.06368522414148958,0.05591137119636163,0.007893597887100081,-0.04580583405362822,-0.06653511522855145,1.0
252,0.9999999999999998,0.04231536754681784,-0.01294895674799813,-0.05875356347099948,-0.06163640224082088,-0.019491446981515805,0.03689276994955626,0.06632538058858588,0.04730471576910139,-0.006273887554567624,-0.05526917150366942,-0.06388817163100889,-0.025834372430140234,0.031092442689326052,0.06530501663995626,0.051809730763798065,0.0004654173531974446,-0.05121890157290156,-0.0654858167152459,1.0
254,0.9999999999999998,0.041954692736655835,-0.013860779387850623,-0.05940043494589119,-0.060903030509506725,-0.017254603006834707,0.03918568348616486,0.06657530231697159,0.044608707090590546,-0.010428964336015428,-0.05773502691896259,-0.062238695099813446,-0.020601132958329854,0.03630926900100176,0.06630145969121823,0.04714045207910315,-0.006968564217843567,-0.05591137119636159,-0.06340376775301021,1.0
256,0.9999999999999998,0.04159197311395908,-0.01476989984129782,-0.0600212514268129,-0.060122168427007586,-0.014996736956257683,0.04140985201855401,0.06666626051051935,0.04177358742429736,-0.014542882759769516,-0.059919603086611116,-0.060222352857553375,-0.015223391340710402,0.04122722635717031,0.06666504204702632,0.04195469273665578,-0.014315688477804227,-0.05981722464495521,-0.060321803497734625,1.0
258,0.9999999999999998,0.04122722635717027,-0.015676140873506005,-0.0606157406031379,-0.0592944248860865,-0.01272059969176964,0.043561373599340356,0.06659803798604765,0.038808198010485954,-0.01859940706928194,-0.06181225697111917,-0.057851030224595194,-0.009738868570827452,0.045805834053628224,0.06639229324106469,0.03630926900100182,-0.021484379682034094,-0.06288151052984009,-0.05628852836680101,1.0
260,0.9999999999999998,0.04086047024353177,-0.016579325810990322,-0.06118364171226541,-0.058420445336257565,-0.010428964336015402,0.04563647372857924,0.06637079764020533,0.0357217863319331,-0.02258252801635273,-0.06340376775301022,-0.05513870495163746,-0.004186034635287563,0.050007404642030635,0.0654858167152459,0.030266033315969765,-0.028385286104338207,-0.06506111746258317,-0.05136754951838599,1.0
262,0.9999999999999998,0.04049172264821911,-0.01747927857605765,-0.06172470565399965,-0.057500911280483825,-0.008124622893676478,0.04763151197552022,0.06598508206051926,0.03252397727591549,-0.026476526042318763,-0.06468638175173311,-0.052101364827921236,0.0013961613255571335,0.05379735414292012,0.06395426496933715,0.023891196636353293,-0.03493239373133864,-0.06632538058858588,-0.04563647372857915,1.0
264,0.9999999999999998,0.040121001543469884,-0.018375823721133284,-0.062238695099813446,-0.05653653974376172,-0.005810382849843883,0.049542988365159614,0.06544181222984426,0.029224743119271805,-0.03026603331596982,-0.06565385020081387,-0.04875691344127799,0.006968564217843575,0.05714448671347419,0.061812256971119146,0.01725460300683462,-0.04104409835504393,-0.06665651301042608,-0.039185683486164816,1.0
266,0.9999999999999998,0.03974832499770772,-0.01926878646296478,-0.06272538459694836,-0.05552808271400662,-0.003489063749529562,0.05136754951838596,0.06474228532730905,0.025834372430140168,-0.033936094383358095,-0.06630145969121823,-0.04512506464551065,0.012492087639048327,0.06002125142681292,0.05908023861541426,0.010428964336015369,-0.04664422270089107,-0.06604985603142956,-0.032116911606781,1.0
268,0.9999999999999998,0.039373711174661694,-0.020157992716696292,-0.0631845606673057,-0.05447632655567524,-0.0011634937624855665,0.053101994534946385,0.06388817163100889,0.022363437983350352,-0.03747222519014203,-0.06662605513460639,-0.041227226357170264,0.017927988041017626,0.06240396904926485,0.05578428756393082,0.003489063749529645,-0.05166296591361195,-0.06451394469879809,-0.024541636845645216,1.0
270,0.9999999999999998,0.038997178332481036,-0.021043269129806825,-0.06361602190108513,-0.05338209139658224,0.001163493762485542,0.05474328060891361,0.06288151052984006,0.018822763789525115,-0.04086047024353173,-0.06662605513460639,-0.03708637436668704,0.023238136488121047,0.06427302694894069,0.05195586432876494,-0.003489063749529572,-0.056037773566378936,-0.06207038772416853,-0.016579325810990385,1.0
272,0.9999999999999998,0.038618744822845254,-0.021924443115905544,-0.06401957904512953,-0.05224623048838932,0.0034890637495295965,0.05628852836680098,0.06172470565399966,0.015223391340710393,-0.04408745768824342,-0.06630145969121821,-0.03272691690767608,0.028385286104338107,0.06561304053128279,0.04763151197552026,-0.010428964336015414,-0.05971411734929418,-0.058753563470999456,-0.008355548904287064,1.0
274,0.9999999999999998,0.03823842909006974,-0.022801342888377915,-0.06439505508593789,-0.0510696295412652,0.00581038284984386,0.05773502691896259,0.06042051913577666,0.011576545177795362,-0.047140452079103196,-0.06565385020081388,-0.028174550782713293,0.033333333333333375,0.06641297987278304,0.04285250731243594,-0.01725460300683466,-0.06264617471906056,-0.054610136285932774,7.352007332461374e-17,1.0
276,0.9999999999999998,0.03785624967020675,-0.023673797493875805,-0.06474228532730907,-0.04985320603323545,0.008124622893676513,0.0590802386154143,0.05897206501433894,0.007893597887100066,-0.05000740464203065,-0.0646863817517331,-0.02345610989364675,0.03804757117896206,0.06666626051051935,0.03766446689499589,-0.023891196636353335,-0.06479740003856975,-0.04969839997885747,0.008355548904286974,1.0
278,0.9999999999999998,0.03747222519014204,-0.0245416368456452,-0.06506111746258317,-0.04859790849476077,0.010428964336015378,0.060321803497734645,0.0573828018002629,0.004186034635287554,-0.05267700082504602,-0.06340376775301024,-0.018599407069281988,0.04249493264991269,0.06637079764020533,0.032116911606780985,-0.030266033315969804,-0.06614098008763186,-0.04408745768824346,0.016579325810990298,1.0
280,0.9999999999999998,0.037086374366686985,-0.02540469175668494,-0.06535141164144811,-0.04730471576910139,0.012720599691769674,0.06145754343923336,0.05565652421756044,0.00046541735319742826,-0.05513870495163743,-0.061812256971119146,-0.013633070122786025,0.04664422270089099,0.06552902327663694,0.026262793972730087,-0.036309269001001857,-0.06666016826728695,-0.037856249670206774,0.024541636845645132,1.0
282,0.9999999999999998,0.03669871600566637,-0.026262793972730077,-0.06561304053128279,-0.045974636249044645,0.014996736956257662,0.062485465966126114,0.05379735414292011,-0.0032566513197075644,-0.057382801800262936,-0.05991960308661114,-0.00858637310517082,0.05046633704345048,0.06414786623528568,0.02015799271669625,-0.04195469273665582,-0.06634849333212207,-0.03109244268932612,0.03211691160678112,1.0
284,0.9999999999999998,0.03630926900100181,-0.02711577620505335,-0.06584588937300917,-0.04460870709059054,0.01725460300683474,0.06340376775301024,0.05180973076379806,-0.0069685642178435835,-0.05940043494589121,-0.05773502691896255,-0.0034890637495295185,0.05393446629166314,0.06223869509981345,0.013860779387850618,-0.04714045207910319,-0.06520984004892036,-0.02389119663635341,0.039185683486164934,1.0
286,0.9999999999999998,0.03591805233379087,-0.02796347216307848,-0.06604985603142959,-0.043207993404208715,0.01949144698151578,0.06421083778651056,0.04969839997885746,-0.010658745846122347,-0.06118364171226542,-0.055269171503669445,0.001628811876843532,0.05702428401070049,0.059817224644955196,0.007431262147088294,-0.0518097307637981,-0.06325840077629975,-0.016353825725253356,0.04563647372857926,1.0
288,0.9999999999999998,0.035525085071381995,-0.028805716586798827,-0.06622485104002643,-0.041773587424297355,0.021704543630477142,0.06490526019154402,0.04746840306606642,-0.01431568847780424,-0.06272538459694836,-0.05253405024044809,0.006737086478863115,0.05971411734929419,0.056903386485021794,0.0009308120226096636,-0.05591137119636166,-0.060518498568860546,-0.008586373105170717,0.05136754951838594,1.0
290,0.9999999999999998,0.035130386366445165,-0.029642345278995175,-0.06637079764020534,-0.04030660765749164,0.02389119663635336,0.06548581671524592,0.045125064645510686,-0.017927988041017747,-0.06401957904512956,-0.04954298836515961,0.011805649354638948,0.0619850990592168,0.05352116501274094,-0.0055785228888211216,-0.0594004349458912,-0.05702428401070041,-0.0006981189410829359,0.056288528366801094,1.0
292,0.9999999999999998,0.034733975456038416,-0.030473195137246285,-0.06648763181496387,-0.03880819801048595,0.026048741899284952,0.06595148886419921,0.04267397996566368,-0.021484379682034108,-0.06506111746258317,-0.04631055803059977,0.016804623882874337,0.06382129983547115,0.049698399978857465,-0.012034609683370704,-0.062238695099813474,-0.05281930955701267,0.0071999570470682875,0.06032180349773468,1.0
294,0.9999999999999998,0.03433587166067028,-0.03129810418572606,-0.06657530231697159,-0.037279526898049774,0.028174550782713307,0.06630145969121823,0.04012100154346984,-0.024973772894394175,-0.06584588937300918,-0.042852507312435936,0.02170454363047713,0.0652098400489204,0.04546655733749982,-0.01837582372113338,-0.0643950550859379,-0.04795598668924335,0.014996736956257745,0.06340376775301025,1.0
296,0.9999999999999998,0.03393609438335808,-0.032116911606781026,-0.06663377069104877,-0.03572178633193309,0.030266033315969828,0.06653511522855143,0.03747222519014202,-0.02838528610433822,-0.06637079764020533,-0.0391856834861648,0.026476526042318756,0.06614098008763186,0.04086047024353169,-0.02454163684564525,-0.06584588937300921,-0.04249493264991257,0.022582528016352816,0.06548581671524592,1.0
298,0.9999999999999998,0.03353466310868233,-0.03292945777228208,-0.06666301129103414,-0.03413619099137141,0.03232064134975582,0.0666520455649897,0.034733975456038374,-0.031708280604685064,-0.06663377069104877,-0.0353279509488803,0.03109244268932616,0.06660818867325723,0.035918052333790806,-0.03047319513724639,-0.06657530231697159,-0.03650421489950326,0.02985060585591802,0.06653511522855145,1.0
300,0.9999999999999998,0.033131597401837014,-0.03373558427474426,-0.06666301129103414,-0.03252397727591549,0.03433587166067033,0.0666520455649897,0.03191279052937376,-0.034932393731338655,-0.06663377069104877,-0.03129810418572596,0.035525085071382106,0.06660818867325723,0.030679985652256728,-0.036113880685516055,-0.06657530231697159,-0.03005850271262861,0.03669871600566639,0.06653511522855143,1.0
302,0.9999999999999998,0.03272691690767606,-0.03453513395820867,-0.06663377069104877,-0.03088640234132414,0.03630926900100177,0.06653511522855143,0.029015406624821875,-0.03804757117896207,-0.06637079764020534,-0.02711577620505341,0.03974832499770766,0.06614098008763186,0.025189385787897887,-0.041409852018553954,-0.0658458893730092,-0.023238136488121116,0.04303051251493004,0.06548581671524593,1.0
304,0.9999999999999998,0.032320641349755805,-0.03532795094888032,-0.06657530231697159,-0.02922474311927185,0.03823842909006969,0.06630145969121823,0.026048741899284928,-0.04104409835504385,-0.0658458893730092,-0.02280134288837803,0.04373726859936712,0.06520984004892039,0.019491446981515885,-0.0463105580305998,-0.0643950550859379,-0.016128126373311277,0.04875691344127802,0.06340376775301029,1.0
306,0.9999999999999998,0.03191279052937379,-0.036113880685515985,-0.06648763181496387,-0.027540295321636137,0.04012100154346986,0.06595148886419923,0.02301987993323568,-0.043912630674578665,-0.06506111746258315,-0.01837582372113333,0.04746840306606635,0.06382129983547118,0.013633070122786034,-0.050769220502449065,-0.0622386950998135,-0.00881709268380825,0.053797354142920105,0.060321803497734625,1.0
308,0.9999999999999998,0.0315033843246036,-0.036892769949556266,-0.06637079764020533,-0.025834372430140213,0.041954692736655835,0.06548581671524592,0.019936052817072503,-0.046644222700891,-0.06401957904512955,-0.013860779387850611,0.05091973524230942,0.06198509905921678,0.007662476699524473,-0.05474328060891353,-0.059400434945891235,-0.001396161325557207,0.05808092074134594,0.05628852836680102,1.0
310,0.9999999999999998,0.031092442689326084,-0.037664466894995856,-0.06622485104002643,-0.0241083046721395,0.043737268599367135,0.06490526019154402,0.01680462388287427,-0.04923035604172556,-0.06272538459694837,-0.00927820673067107,0.05407092126595508,0.059714117349294216,0.001628811876843597,-0.05819480515132062,-0.05591137119636163,0.006042172013185277,0.06154734780753203,0.05136754951838599,1.0
312,0.9999999999999998,0.03067998565225678,-0.03842882107798621,-0.06604985603142957,-0.022363437983350345,0.045466557337499866,0.06421083778651054,0.013633070122786016,-0.051662965913611955,-0.06118364171226543,-0.00465043158294178,0.05690338648502182,0.05702428401070046,-0.0044182600266666015,-0.06109084863748264,-0.05180973076379807,0.013405194743064256,0.06414786623528566,0.04563647372857934,1.0
314,0.9999999999999998,0.030266033315969786,-0.03918568348616487,-0.06584588937300918,-0.020601132958329837,0.047140452079103154,0.06340376775301024,0.010428964336015412,-0.053934466291663145,-0.05940043494589123,-2.857509198010491e-17,0.0594004349458912,0.05393446629166318,-0.010428964336015296,-0.06340376775301022,-0.047140452079103154,0.020601132958329785,0.06584588937300916,0.03918568348616501,1.0
316,0.9999999999999998,0.02985060585591798,-0.039934906567705715,-0.06561304053128279,-0.018822763789525104,0.04875691344127805,0.06248546596612611,0.007199957047068235,-0.05603777356637894,-0.0573828018002629,0.0046504315829417235,0.06154734780753204,0.050466337043450445,-0.016353825725253505,-0.06511148522227783,-0.04195469273665579,0.027540295321636085,0.06661752776070808,0.032116911606781005,1.0
318,0.9999999999999998,0.02943372351944968,-0.040676344260084506,-0.06535141164144813,-0.017029717195719375,0.05031397201485146,0.061457543439233375,0.003953758238397453,-0.05796632863368126,-0.05513870495163746,0.009278206730671014,0.0633314701016435,0.046644222700891046,-0.02214407545891353,-0.06619770054043579,-0.036309269001001725,0.03413619099137142,0.06645192523041649,0.024541636845645223,1.0
320,0.9999999999999998,0.029015406624821834,-0.041409852018554016,-0.06506111746258317,-0.015223391340710386,0.05180973076379804,0.06032180349773464,0.0006981189410830299,-0.05971411734929419,-0.05267700082504605,0.013860779387850556,0.06474228532730907,0.04249493264991266,-0.02775205281736004,-0.0666520455649897,-0.03026603331596988,0.040306607657491646,0.06535141164144811,0.016579325810990392,1.0
322,0.9999999999999998,0.028595675560209723,-0.0421352868443234,-0.06474228532730907,-0.013405194743064312,0.053242367336486185,0.05908023861541432,-0.002559187272501327,-0.061275689283682294,-0.050007404642030594,0.018375823721133278,0.06577147744046462,0.03804757117896211,-0.03313159740183707,-0.06647018348179468,-0.02389119663635341,0.045974636249044645,0.06333147010164349,0.008355548904286837,1.0
324,0.9999999999999998,0.028174550782713297,-0.04285250731243596,-0.06439505508593789,-0.011576545177795355,0.0546101362859328,0.057735026918962574,-0.005810382849843851,-0.06264617471906056,-0.04714045207910314,0.022801342888377974,0.06641297987278304,0.033333333333333326,-0.03823842909006977,-0.06565385020081388,-0.01725460300683474,0.051069629541265205,0.060420519135776646,-6.535576133029806e-17,1.0
326,0.9999999999999998,0.027752052817360078,-0.04356137359934036,-0.06401957904512953,-0.009738868570827437,0.0559113711963616,0.056288528366801004,-0.009047704828953632,-0.06382129983547116,-0.04408745768824345,0.027115776205053354,0.06666301129103414,0.028385286104338166,-0.04303051251493005,-0.06421083778651054,-0.010428964336015376,0.055528082714006645,0.05665951286579091,-0.008355548904286967,1.0
328,0.9999999999999998,0.02732820225610485,-0.04426174751014944,-0.06361602190108512,-0.007893597887100057,0.05714448671347414,0.05474328060891359,-0.012263423374181385,-0.06479740003856975,-0.04086047024353178,0.03129810418572601,0.06652009788613666,0.023238136488120998,-0.04746840306606642,-0.06215492008103411,-0.003489063749529535,0.059294424886086515,0.05210136482792125,-0.01657932581099029,1.0
330,0.9999999999999998,0.026903019756826,-0.04495349250558156,-0.06318456066730571,-0.006042172013185335,0.058307980475959725,0.053101994534946406,-0.015449860232943894,-0.06557143138755905,-0.03747222519014207,0.035327950948880346,0.06598508206051926,0.017927988041017688,-0.051515571566490045,-0.05950572123014163,0.003489063749529682,0.06232171175973431,0.04681020353301084,-0.024541636845645125,1.0
332,0.9999999999999998,0.026476526042318704,-0.04563647372857925,-0.06272538459694836,-0.004186034635287547,0.05940043494589121,0.05136754951838594,-0.01859940706928194,-0.06614098008763186,-0.03393609438335803,0.03918568348616495,0.06506111746258317,0.012492087639048275,-0.055138704951637495,-0.05628852836680101,0.010428964336015523,0.06457221074190875,0.040860470243531795,-0.032116911606781116,1.0
334,0.9999999999999998,0.026048741899284914,-0.04631055803059982,-0.062238695099813446,-0.0023266331135000508,0.06042051913577667,0.0495429883651596,-0.021704543630477136,-0.06650427001732162,-0.03026603331596976,0.04285250731243598,0.0637536503975357,0.006968564217843522,-0.058307980475959746,-0.0525340502404481,0.01725460300683465,0.06601787124943803,0.03433587166067013,-0.03918568348616493,1.0
336,0.9999999999999998,0.025619688177320243,-0.04697561399757298,-0.06172470565399965,-0.00046541735319742013,0.061366990230162684,0.04763151197552021,-0.02475785570334904,-0.06666016826728695,-0.0264765260423187,0.04631055803059981,0.06207038772416852,0.0013961613255570806,-0.06099731118998833,-0.048278124095831085,0.023891196636353328,0.06664067433602362,0.027328202256104706,-0.045636473728579256,1.0
338,0.9999999999999998,0.025189385787897804,-0.04763151197552023,-0.0611836417122654,0.00139616132555715,0.06223869509981345,0.04563647372857923,-0.027752052817360054,-0.06660818867325721,-0.02258252801635266,0.04954298836515965,0.0600212514268129,-0.004186034635287617,-0.06318456066730575,-0.043561373599340404,0.030266033315969797,0.06643285728330028,0.01993605281707231,-0.051367549518386076,1.0
340,0.9999999999999998,0.024757855703348982,-0.048278124095831175,-0.060615740603137895,0.0032566513197075726,0.06303457170662113,0.043561373599340335,-0.030679985652256783,-0.06634849333212207,-0.018599407069281874,0.0525340502404482,0.05761832013024696,-0.009738868570827506,-0.0648517252139598,-0.0384288210779862,0.03630926900100185,0.06539701035661276,0.012263423374181223,-0.05628852836680109,1.0
342,0.9999999999999998,0.02432511895584131,-0.04891532430019176,-0.060021251426812895,0.005114601875121267,0.06375365039753571,0.041409852018553996,-0.033534663108682375,-0.06588189209643684,-0.01454288275976945,0.05526917150366948,0.05487575790229608,-0.015223391340710454,-0.06598508206051927,-0.03292945777228199,0.0419546927366559,0.06354604451952978,0.004418260026666572,-0.06032180349773468,1.0
344,0.9999999999999998,0.023891196636353345,-0.04954298836515962,-0.05940043494589118,0.006968564217843591,0.06439505508593789,0.03918568348616484,-0.03630926900100187,-0.06520984004892036,-0.01042896433601536,0.05773502691896258,0.051809730763797995,-0.020601132958329903,-0.06657530231697159,-0.027115776205053205,0.04714045207910326,0.06090303050950668,-0.0034890637495296737,-0.06340376775301025,1.0
346,0.9999999999999998,0.02345610989364678,-0.05016099392638163,-0.05875356347099947,0.008817092683808193,0.06495800431901569,0.03689276994955624,-0.03899717833248111,-0.06433443296482075,-0.006273887554567614,0.059919603086611165,0.04843831139806497,-0.02583437243014028,-0.06661752776070808,-0.02104326912980662,0.05180973076379816,0.05750091128048377,-0.011347299944402235,-0.06548581671524592,1.0
348,0.9999999999999998,0.023019879933235635,-0.05076922050244913,-0.05808092074134595,0.010658745846122357,0.06544181222984428,0.03453513395820864,-0.0415919731139591,-0.06325840077629974,-0.002094050605208451,0.061812256971119216,0.04478137262153263,-0.0308864023413242,-0.06611141082553934,-0.014769899841297767,0.05591137119636171,0.053382091396582156,-0.019045891160331615,-0.06653511522855145,1.0
350,0.9999999999999998,0.022582528016352764,-0.051367549518385944,-0.05738280180026292,0.012492087639048284,0.06584588937300917,0.032116911606781075,-0.04408745768824342,-0.06198509905921678,0.0020940506052085127,0.06340376775301022,0.04086047024353179,-0.03572178633193299,-0.06506111746258318,-0.008355548904287064,0.059400434945891194,0.04859790849476084,-0.026476526042318514,-0.06653511522855145,1.0
352,0.9999999999999998,0.02214407545891356,-0.05195586432876493,-0.056659512865790934,0.01431568847780419,0.0661697434427548,0.029642345278995168,-0.046477673523637617,-0.060518498568860594,0.0062738875545675565,0.06468638175173308,0.03669871600566646,-0.04030660765749165,-0.06347529284947595,-0.0018614425815713061,0.06223869509981338,0.04320799340420879,-0.03353466310868235,-0.06548581671524593,1.0
354,0.9999999999999998,0.021704543630477118,-0.052534050240448125,-0.055911371196361616,0.016128126373311163,0.06641297987278304,0.027115776205053402,-0.04875691344127804,-0.058863172857261815,0.010428964336015305,0.06565385020081387,0.03232064134975586,-0.04460870709059046,-0.061366990230162705,0.004650431582941707,0.06439505508593785,0.03727952689804985,-0.04012100154346988,-0.06340376775301029,1.0
356,0.9999999999999998,0.02126395395320467,-0.05310199453494641,-0.05513870495163745,0.0179279880410177,0.06657530231697159,0.024541636845645195,-0.05091973524230943,-0.05702428401070046,0.01454288275976951,0.06630145969121821,0.027752052817360106,-0.048597908494760776,-0.058753563470999456,0.011117916447740007,0.06584588937300916,0.030886402341324174,-0.0461428782580271,-0.06032180349773463,1.0
358,0.9999999999999998,0.020822327900815507,-0.05365958649039427,-0.054341853048570296,0.019713870002936434,0.06665651301042608,0.021924443115905596,-0.052960974702361184,-0.05500756655188636,0.018599407069281933,0.06662605513460639,0.023019879933235638,-0.05224623048838926,-0.05565652421756049,0.01747927857605757,0.06657530231697159,0.024108304672139542,-0.05151557156649004,-0.056288528366801024,1.0
360,0.9999999999999998,0.02037968699754038,-0.05420671740313517,-0.053521165012740964,0.02148437968203406,0.06665651301042608,0.01926878646296476,-0.054875757902296124,-0.05281930955701273,0.022582528016352722,0.06662605513460639,0.018152016469371698,-0.055528082714006645,-0.05210136482792125,0.02367379749387579,0.06657530231697159,0.017029717195719413,-0.0561634931338098,-0.051367549518386,1.0
362,0.9999999999999998,0.019936052817072447,-0.0547432806089136,-0.05267700082504603,0.023238136488121005,0.06657530231697159,0.01657932581099036,-0.05665951286579094,-0.05046633704345044,0.02647652604231865,0.06630145969121821,0.013177156025275116,-0.05842044533625753,-0.04811734853989091,0.029642345278995216,0.06584588937300917,0.009738868570827477,-0.06002125142681286,-0.04563647372857934,1.0
364,0.9999999999999998,0.019491446981515784,-0.05526917150366944,-0.05180973076379805,0.02497377289439413,0.06641297987278304,0.013860779387850602,-0.05830798047595969,-0.04795598668924342,0.030266033315969814,0.06565385020081388,0.008124622893676502,-0.06090303050950674,-0.043737268599367184,0.035327950948880235,0.06439505508593787,0.0023266331135000915,-0.06303457170662108,-0.03918568348616483,1.0
366,0.9999999999999998,0.01904589116033157,-0.05578428756393077,-0.05091973524230949,0.026689935503792995,0.0661697434427548,0.011117916447740187,-0.059817224644955216,-0.045296086950767776,0.03393609438335809,0.0646863817517331,0.0030241992086168855,-0.06295842468249871,-0.03899717833248098,0.04067634426008447,0.06223869509981342,-0.005114601875121226,-0.06516105961907304,-0.032116911606781005,1.0
368,0.9999999999999998,0.01859940706928195,-0.056288528366801004,-0.05000740464203062,0.028385286104338173,0.06584588937300918,0.008355548904286922,-0.06118364171226542,-0.04249493264991265,0.037472225190142025,0.06340376775301025,-0.002094050605208504,-0.06457221074190875,-0.03393609438335815,0.04563647372857926,0.059400434945891235,-0.012492087639048303,-0.06637079764020534,-0.024541636845645233,1.0
370,0.9999999999999998,0.018152016469371625,-0.05678179560953651,-0.04907313914131563,0.030058502712628717,0.06544181222984426,0.005578522888821061,-0.0624039690492649,-0.039561259106913424,0.04086047024353173,0.061812256971119146,-0.007199957047068178,-0.06573306913803365,-0.02859567556020971,0.05016099392638168,0.05591137119636164,-0.01971387000293645,-0.0666467659854122,-0.016579325810990402,1.0
372,0.9999999999999998,0.017703741165787254,-0.057263993128710965,-0.0481173485398908,0.031708280604685016,0.06495800431901569,0.0027917102486132734,-0.0634752928494759,-0.03650421489950334,0.0440874576882435,0.059919603086611144,-0.012263423374181369,-0.0664328572833003,-0.023019879933235534,0.05420671740313513,0.05180973076379807,-0.02668993550379301,-0.06598508206051926,-0.008355548904286844,1.0
