,camera_cut,drift_1,drift_2,drift_3,drift_4,drift_5,drift_6,drift_7,drift_8,drift_9,drift_10,drift_11,drift_12,drift_13,drift_14,drift_15,drift_16,drift_17,drift_18,constant
92,0.9999999999999998,0.06318456066730571,0.05310199453494641,0.03747222519014204,0.017927988041017712,-0.0034890637495295896,-0.0245416368456452,-0.04303051251493003,-0.05702428401070044,-0.06506111746258317,-0.06630145969121821,-0.06061574060313791,-0.04859790849476077,-0.03150338432460358,-0.011117916447740179,0.010428964336015378,0.03088640234132412,0.048117348539890824,0.060321803497734645,1.0
94,0.9999999999999998,0.06303457170662112,0.052534050240448125,0.03630926900100181,0.016128126373311177,-0.005810382849843882,-0.02711577620505335,-0.045466557337499915,-0.0588631728572618,-0.06584588937300917,-0.06565385020081387,-0.058307980475959705,-0.04460870709059054,-0.02604874189928492,-0.004650431582941646,0.01725460300683474,0.0372795268980498,0.053242367336486185,0.06340376775301024,1.0
96,0.9999999999999998,0.06288151052984006,0.05195586432876494,0.035130386366445165,0.014315688477804208,-0.008124622893676506,-0.029642345278995175,-0.047794040510032186,-0.06051849856886058,-0.06637079764020534,-0.0646863817517331,-0.055656524217560434,-0.04030660765749164,-0.020379686997540346,0.0018614425815712489,0.02389119663635336,0.04320799340420874,0.057618320130247,0.06548581671524592,1.0
98,0.9999999999999998,0.06272538459694836,0.05136754951838595,0.033936094383358095,0.012492087639048317,-0.010428964336015388,-0.032116911606781005,-0.050007404642030635,-0.06198509905921676,-0.06663377069104877,-0.06340376775301024,-0.05267700082504603,-0.03572178633193314,-0.014542882759769548,0.008355548904286948,0.030266033315969776,0.04859790849476075,0.061183641712265396,0.06653511522855143,1.0
100,0.9999999999999998,0.06256620151730373,0.05076922050244912,0.03272691690767606,0.01065874584612233,-0.012720599691769653,-0.03453513395820867,-0.05210136482792126,-0.06325840077629977,-0.06663377069104877,-0.06181225697111916,-0.049386973085783346,-0.03088640234132414,-0.008586373105170861,0.014769899841297828,0.03630926900100177,0.053382091396582225,0.06388817163100888,0.06653511522855143,1.0
102,0.9999999999999998,0.06240396904926488,0.050160993926381625,0.0315033843246036,0.008817092683808165,-0.014996736956257669,-0.036892769949556266,-0.05407092126595512,-0.06433443296482076,-0.06637079764020533,-0.05991960308661113,-0.0458058340536282,-0.025834372430140213,-0.0025591872725013597,0.02104326912980685,0.041954692736655835,0.057500911280483825,0.06569385989889934,0.06548581671524592,1.0
104,0.9999999999999998,0.062238695099813446,0.049542988365159614,0.030266033315969786,0.0069685642178435635,-0.017254603006834724,-0.03918568348616487,-0.05591137119636161,-0.06520984004892037,-0.06584588937300918,-0.057735026918962574,-0.04195469273665581,-0.020601132958329837,0.0034890637495295965,0.027115776205053368,0.047140452079103154,0.06090303050950673,0.06657530231697159,0.06340376775301024,1.0
106,0.9999999999999998,0.06207038772416855,0.048915324300191756,0.029015406624821834,0.005114601875121239,-0.019491446981515788,-0.041409852018554016,-0.05761832013024699,-0.06588189209643686,-0.06506111746258317,-0.05526917150366943,-0.037856249670206746,-0.015223391340710386,0.00950859558036743,0.032929457772282095,0.05180973076379807,0.0635460445195298,0.06652009788613666,0.06032180349773464,1.0
108,0.9999999999999998,0.06189905512539423,0.04827812409583117,0.027752052817360078,0.0032566513197075445,-0.02170454363047712,-0.04356137359934036,-0.05918769234242676,-0.06634849333212207,-0.06401957904512953,-0.05253405024044812,-0.0335346631086823,-0.009738868570827437,0.015449860232943846,0.03842882107798626,0.0559113711963616,0.06539701035661277,0.06552902327663694,0.056288528366801004,1.0
110,0.9999999999999998,0.06172470565399965,0.04763151197552022,0.026476526042318704,0.0013961613255571367,-0.023891196636353335,-0.04563647372857925,-0.0606157406031379,-0.06660818867325723,-0.06272538459694837,-0.049542988365159635,-0.02901540662482187,-0.004186034635287547,0.021263953953204667,0.043561373599340356,0.05940043494589119,0.06643285728330028,0.06361602190108513,0.05136754951838597,1.0
112,0.9999999999999998,0.06154734780753206,0.04697561399757298,0.025189385787897804,-0.00046541735319743336,-0.026048741899284907,-0.04763151197552023,-0.06189905512539423,-0.06666016826728695,-0.06118364171226542,-0.04631055803059984,-0.024325118955841316,0.00139616132555715,0.026903019756825984,0.04827812409583117,0.06223869509981343,0.06664067433602362,0.0608080077448182,0.04563647372857927,1.0
114,0.9999999999999998,0.06136699023016269,0.046310558030599816,0.023891196636353345,-0.0023266331135000638,-0.02817455078271329,-0.04954298836515962,-0.06303457170662112,-0.0665042700173216,-0.059400434945891194,-0.042852507312435964,-0.019491446981515805,0.006968564217843591,0.03232064134975582,0.05253405024044813,0.06439505508593789,0.06601787124943802,0.057144486713474156,0.03918568348616489,1.0
116,0.9999999999999998,0.06118364171226541,0.04563647372857924,0.02258252801635275,-0.00418603463528756,-0.03026603331596978,-0.05136754951838596,-0.06401957904512953,-0.06614098008763186,-0.05738280180026291,-0.039185683486164885,-0.01454288275976949,0.012492087639048341,0.03747222519014204,0.05628852836680102,0.06584588937300917,0.06457221074190873,0.052677000825046005,0.032116911606781026,1.0
118,0.9999999999999998,0.060997311189988315,0.04495349250558156,0.021263953953204653,-0.006042172013185347,-0.0323206413497558,-0.053101994534946434,-0.06485172521395977,-0.06557143138755905,-0.05513870495163745,-0.03532795094888033,-0.009508595580367454,0.017927988041017754,0.04231536754681787,0.059505721230141716,0.06657530231697159,0.062321711759734284,0.04746840306606642,0.024541636845645195,1.0
120,0.9999999999999998,0.0608080077448182,0.04426174751014944,0.019936052817072433,-0.00789359788710007,-0.034335871660670286,-0.05474328060891362,-0.06552902327663696,-0.06479740003856975,-0.05267700082504602,-0.03129810418572605,-0.00441826002666665,0.02323813648812106,0.04681020353301084,0.06215492008103416,0.06657530231697159,0.05929442488608649,0.04159197311395904,0.016579325810990305,1.0
122,0.9999999999999998,0.0606157406031379,0.04356137359934036,0.01859940706928195,-0.009738868570827435,-0.03630926900100181,-0.056288528366801004,-0.06604985603142957,-0.06382129983547116,-0.05000740464203065,-0.02711577620505334,0.0006981189410830564,0.028385286104338173,0.05091973524230947,0.06421083778651054,0.06584588937300918,0.055528082714006645,0.03513038636644519,0.008355548904286981,1.0
124,0.9999999999999998,0.06042051913577666,0.04285250731243596,0.017254603006834717,-0.011576545177795354,-0.03823842909006974,-0.05773502691896258,-0.06641297987278304,-0.06264617471906056,-0.04714045207910318,-0.0228013428883779,0.00581038284984386,0.03333333333333334,0.054610136285932774,0.06565385020081387,0.06439505508593789,0.051069629541265205,0.028174550782713286,2.0410779985789222e-17,1.0
126,0.9999999999999998,0.06022235285755339,0.0421352868443234,0.015902230505238722,-0.01340519474306431,-0.04012100154346989,-0.05908023861541432,-0.06661752776070808,-0.061275689283682294,-0.04408745768824346,-0.01837582372113326,0.010888397482774835,0.03804757117896212,0.057851030224595236,0.06647018348179468,0.062238695099813446,0.04597463624904465,0.020822327900815507,-0.008355548904286941,1.0
128,0.9999999999999998,0.0600212514268129,0.041409852018554016,0.014542882759769499,-0.015223391340710385,-0.04195469273665584,-0.06032180349773464,-0.06666301129103414,-0.05971411734929419,-0.04086047024353177,-0.013860779387850596,0.01590223050523872,0.042494932649912665,0.060615740603137895,0.0666520455649897,0.0594004349458912,0.040306607657491646,0.013177156025275041,-0.016579325810990322,1.0
130,0.9999999999999998,0.05981722464495522,0.040676344260084506,0.013177156025275069,-0.017029717195719375,-0.04373726859936716,-0.061457543439233375,-0.06654932186158434,-0.05796632863368126,-0.03747222519014201,-0.009278206730670997,0.02082232790081553,0.04664422270089105,0.06288151052984008,0.06619770054043579,0.05591137119636159,0.03413619099137142,0.0053465949552572445,-0.024541636845645264,1.0
132,0.9999999999999998,0.059610282455957876,0.03993490656770572,0.011805649354638877,-0.0188227637895251,-0.045466557337499915,-0.06248546596612611,-0.0662767309314877,-0.05603777356637894,-0.033936094383358074,-0.004650431582941646,0.025619688177320257,0.050466337043450445,0.06462968999300926,0.06511148522227786,0.05180973076379806,0.027540295321636092,-0.0025591872725013866,-0.03211691160678104,1.0
134,0.9999999999999998,0.059400434945891194,0.03918568348616488,0.010428964336015395,-0.020601132958329823,-0.04714045207910316,-0.06340376775301024,-0.06584588937300918,-0.05393446629166317,-0.030266033315969793,-1.2246467991473531e-17,0.030266033315969776,0.05393446629166315,0.06584588937300917,0.06340376775301024,0.04714045207910318,0.020601132958329847,-0.010428964336015312,-0.03918568348616486,1.0
136,0.9999999999999998,0.059187692342426754,0.03842882107798622,0.009047704828953626,-0.02236343798335033,-0.04875691344127803,-0.06421083778651054,-0.06525782591744567,-0.051662965913611976,-0.026476526042318687,0.004650431582941681,0.034733975456038395,0.05702428401070044,0.06652009788613666,0.06109084863748264,0.04195469273665586,0.01340519474306432,-0.018152016469371642,-0.04563647372857928,1.0
138,0.9999999999999998,0.05897206501433893,0.03766446689499586,0.007662476699524441,-0.024108304672139487,-0.050313972014851466,-0.06490526019154402,-0.06451394469879808,-0.049230356041725584,-0.022582528016352757,0.009278206730671031,0.03899717833248103,0.059714117349294195,0.0666467659854122,0.05819480515132064,0.03630926900100181,0.006042172013185343,-0.02561968817732025,-0.05136754951838595,1.0
140,0.9999999999999998,0.05875356347099948,0.03689276994955627,0.006273887554567619,-0.0258343724301402,-0.05180973076379806,-0.06548581671524592,-0.06361602190108512,-0.04664422270089102,-0.018599407069281974,0.013860779387850629,0.043030512514930064,0.061985099059216765,0.06622485104002643,0.05474328060891359,0.030266033315969748,-0.0013961613255571417,-0.03272691690767604,-0.05628852836680098,1.0
142,0.9999999999999998,0.05853219836186537,0.03611388068551599,0.004882546475175442,-0.02754029532163612,-0.05324236733648619,-0.06595148886419921,-0.06256620151730373,-0.04391263067457869,-0.01454288275976949,0.01837582372113329,0.04681020353301084,0.06382129983547116,0.06525782591744567,0.05076922050244911,0.02389119663635333,-0.008817092683808184,-0.039373711174661756,-0.060321803497734645,1.0
144,0.9999999999999998,0.05830798047595972,0.035327950948880325,0.003489063749529583,-0.029224743119271833,-0.054610136285932795,-0.06630145969121823,-0.061366990230162684,-0.04104409835504387,-0.010428964336015345,0.022801342888377932,0.05031397201485146,0.06520984004892037,0.06375365039753568,0.0463105580305998,0.017254603006834717,-0.01612812637331121,-0.04546655733749994,-0.06340376775301027,1.0
146,0.9999999999999998,0.05808092074134596,0.034535133958208675,0.002094050605208545,-0.030886402341324126,-0.05591137119636161,-0.06653511522855143,-0.060021251426812895,-0.03804757117896209,-0.006273887554567597,0.027115776205053368,0.053521165012740984,0.06614098008763186,0.06172470565399963,0.041409852018553996,0.010428964336015352,-0.023238136488121054,-0.050919735242309506,-0.06548581671524592,1.0
